State,Company,City,Number of Workers,Received Date,Effective Date,Layoff/Closure,Temporary/Permanent,Union,Region,County,Industry,Notes
California,Pendry San Diego,San Diego,118,12/23/2020,12/6/2020,Layoff Temporary,,,,San Diego County,,
California,Montage Laguna Beach Hotel,Laguna Beach,138,12/23/2020,12/7/2020,Layoff Temporary,,,,Orange County,,
California,"Kaiser Foundation Hospitals - Pleasanton Tech Center, Bldg. A",Pleasanton,71,12/22/2020,01/10/2021,Layoff Permanent,,,,Alameda County,,
California,Kaiser Foundation Hospitals - Via Monte,Walnut Creek,4,12/22/2020,01/10/2021,Layoff Permanent,,,,Contra Costa County,,
California,Kaiser Foundation Hospitals - Burbank Administration,Woodland Hills,1,12/22/2020,01/10/2021,Layoff Permanent,,,,Los Angeles County,,
California,Kaiser Foundation Hospitals - California Service Center,San Diego,3,12/22/2020,01/10/2021,Layoff Permanent,,,,San Diego County,,
California,"PT Gaming, LLC - Pacheco Facility",Martinez,61,12/22/2020,12/6/2020,Layoff Permanent,,,,Contra Costa County,,
California,"PT Gaming, LLC - Manteca and Stockton Facility",Manteca,63,12/22/2020,12/06/2020,Layoff Permanent,,,,San Joaquin County,,
California,"PT Gaming, LLC - San Jose Facility",San Jose,124,12/22/2020,12/6/2020,Layoff Permanent,,,,Santa Clara County,,
California,Hayes Mansion,San Jose,25,12/22/2020,12/07/2020,Layoff Temporary,,,,Santa Clara County,,
California,"Dust Bowl Brewing Co., LLC",Turlock,67,12/22/2020,12/06/2020,Layoff Temporary,,,,Stanislaus County,,
California,Xanterra Parks & Resorts,Death Valley,131,12/22/2020,12/8/2020,Layoff Temporary,,,,Inyo County,,
California,"LTF Club Management Company, LLC dba Life Time In Roseville",Roseville,333,12/22/2020,07/15/2020,Closure Temporary,,,,Sacramento County,,
California,"Armstrong Flooring, Inc.",South Gate,66,12/22/2020,2/12/2021,Closure Permanent,,,,Los Angeles County,,
California,"EMPCO, LLC dba IMPCO Technologies",Santa Ana,91,12/22/2020,3/31/2021,Closure Permanent,,,,Orange County,,
California,"Nobu Malibu, LLC",Malibu,117,12/22/2020,11/25/2020,Closure Temporary,,,,Los Angeles County,,
California,Kaiser Foundation Hospitals - Corona Data Center Admin,Corona,4,12/21/2020,01/10/2021,Layoff Permanent,,,,Riverside County,,
California,Kaiser Foundation Hospitals - Downey Administration Offices,Downey,1,12/21/2020,11/10/2020,Layoff Permanent,,,,Los Angeles County,,
California,"Kaiser Foundation Hospitals - Marketing, Sales, Service, Admin",Burbank,1,12/21/2020,11/10/2020,Layoff Permanent,,,,Los Angeles County,,
California,The Edward Thomas Hospitality Corp. - Shutters on the Beach,Santa Monica,72,12/21/2020,11/30/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Crescent Hotels & Resort, LLC - Four Points by Sheraton LAX",Los Angeles,214,12/21/2020,02/05/2021,Closure Permanent,,,,Los Angeles County,,
California,Hawaiian Gardens Casino,Hawaiian Gardens,141,12/21/2020,11/30/2020,Layoff Permanent,,,,Los Angeles County,,
California,"Progressive Gaming, LLC",Hawaiian Gardens,176,12/21/2020,11/30/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Progressive Gaming, LLC dba Commerce Casino",Commerce,175,12/21/2020,11/30/2020,Layoff Temporary,,,,Los Angeles County,,
California,"CorePower Yoga, LLC",San Mateo,12,12/21/2020,12/02/2020,Layoff Temporary,,,,San Mateo County,,
California,Pulse Secure,San Jose,78,12/21/2020,01/31/2020,Layoff Permanent,,,,Santa Clara County,,
California,Santa monica Georgian Management LLC-Georgian Hotel,Santa Monica,44,12/21/2020,12/04/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Premier Healthcare Management, Inc.",El Cajon,82,12/21/2020,02/04/2021,Layoff Permanent,,,,San Diego County,,
California,San Diego Coaster Company LP,San Diego,54,12/21/2020,12/8/2020,Layoff Permanent,,,,San Diego County,,
California,Seaside Dining Group,Hawthorne,6,12/18/2020,11/30/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Seaside Dining Group, Inc",Los Angeles,6,12/18/2020,11/30/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Seaside Dining Group, Inc.",Alhambra,32,12/18/2020,11/30/2020,Layoff Temporary,,,,Los Angeles County,,
California,"SEASIDE DINING GROUP, INC.",Duarte,7,12/18/2020,11/30/2020,Layoff Temporary,,,,Los Angeles County,,
California,Valiant Integrated Services,Fort Irwin,84,12/18/2020,02/13/2021,Closure Temporary,,,,San Bernardino County,,
California,Stones South Bay Corp. dba Seven Mile Casino,Chula Vista,250,12/18/2020,12/09/2020,Layoff Temporary,,,,San Diego County,,
California,Hyatt Corporation dba Andaz Napa,Napa,6,12/17/2020,11/13/2020,Layoff Permanent,,,,Napa County,,
California,"TUPELO RESTAURANTS, INC. DBA BO-BEAU KITCHEN + ROOF TAP",Long Beach,26,12/17/2020,11/25/2020,Layoff Permanent,,,,Los Angeles County,,
California,"Prime Time Athletic Club, Inc.",Burlingame,57,12/17/2020,11/30/2020,Closure Temporary,,,,San Mateo County,,
California,"Soho Warehouse, LLC",Los Angeles,98,12/17/2020,11/25/2020,Layoff Temporary,,,,Los Angeles County,,
California,Crystal Casino,Compton,295,12/17/2020,11/30/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Universal City Studios, LLC dba Universal Studios Hollywood",Universal City,2,12/17/2020,01/29/2020,Layoff Permanent,,,,Los Angeles County,,
California,"Wencor Group, LLC",Temecula,5,12/17/2020,12/4/2020,Layoff Permanent,,,,Riverside County,,
California,PLAYERS CASINO,Ventura,62,12/17/2020,12/06/2020,Layoff Temporary,,,,Ventura County,,
California,Alisal Guest Ranch and Resort,Solvang,252,12/17/2020,12/07/2020,Layoff Temporary,,,,Santa Barbara County,,
California,Cambria Hotel & Suites,Anaheim,15,12/16/2020,12/04/2020,Layoff Temporary,,,,Orange County,,
California,Golden Door Spa,San Marcos,90,12/16/2020,12/05/2020,Layoff Temporary,,,,San Diego County,,
California,"USA Cinemas Services, LLC dba Cinepolis",Thousand Oaks,31,12/15/2020,11/27/2020,Closure Temporary,,,,Ventura County,,
California,Soho House,West Hollywood,140,12/14/2020,11/25/2020,Layoff Temporary,,,,Los Angeles County,,
California,MobileIron,Mountain View,75,12/14/2020,01/30/2021,Layoff Permanent,,,,Santa Clara County,,
California,"Sundance Holdings Group, LLC",Corte Madera,7,12/14/2020,01/31/2021,Closure Permanent,,,,Marin County,,
California,Wells Fargo,San Francisco,11,12/14/2020,02/01/2021,Layoff Permanent,,,,San Francisco County,,
California,"Equinox Holdings, Inc.",San Mateo,68,12/14/2020,12/03/2020,Layoff Temporary,,,,San Mateo County,,
California,Bolle Brands,Carlsbad,1,12/14/2020,12/31/2020,Layoff Permanent,,,,San Diego County,,
California,YMCA,Burbank,80,12/11/2020,11/20/2020,Layoff Temporary,,,,Los Angeles County,,
California,Southwest Airlines - John Wayne Airport,Santa Ana,128,12/11/2020,03/15/2021,Layoff Temporary,,,,Orange County,,
California,Southwest Airlines - Sacramento International Airport,Sacramento,208,12/11/2020,03/15/2021,Layoff Temporary,,,,Sacramento County,,
California,Southwest Airlines - San Diego International Airport,San Diego,358,12/11/2020,03/15/2021,Layoff Temporary,,,,San Diego County,,
California,Southwest Airlines - Norman Y. Mineta San Jose International Airport,San Jose,285,12/11/2020,3/15/2021,Layoff Temporary,,,,Santa Clara County,,
California,Joey Downtown Los Angeles Restaurant,Los Angeles,92,12/08/2020,11/25/2020,Layoff Temporary,,,,Los Angeles County,,
California,Joey Woodland Hills Restaurant,Woodland Hills,72,12/08/2020,11/25/2020,Layoff Temporary,,,,Los Angeles County,,
California,Southwest Airlines - Metropolitan Oakland International Airport,Oakland,573,12/07/2020,03/15/2021,Layoff Temporary,,,,Alameda County,,
California,Southwest Airlines - Hollywood Burbank Airport,Burbank,141,12/07/2020,3/15/2021,Layoff Temporary,,,,Los Angeles County,,
California,Southwest Airlines - Long Beach/Daughtry Field,Long Beach,16,12/07/2020,03/15/2021,Layoff Temporary,,,,Los Angeles County,,
California,Southwest Airlines - Los Angeles International Airport,Los Angeles,632,12/07/2020,03/15/2021,Layoff Temporary,,,,Los Angeles County,,
California,Southwest Airlines - Palm Springs International Airport,Palm Springs,1,12/07/2020,03/15/2021,Layoff Temporary,,,,Riverside County,,
California,Southwest Airlines - Ontario International Airport,Ontario,54,12/07/2020,03/15/2021,Layoff Temporary,,,,San Bernardino County,,
California,Southwest Airlines - San Francisco International Airport,San Francisco,158,12/07/2020,03/15/2021,Layoff Temporary,,,,San Francisco County,,
California,"Century Blinds, Inc.",Corona,46,12/04/2020,12/15/2020,Closure Permanent,,,,Riverside County,,
California,"Southwest Airlines, Metropolitan Oakland International Airport",Oakland,8,12/04/2020,01/25/2021,Layoff Temporary,,,,Alameda County,,
California,"Hyatt Corporation, Andaz West Hollywood",West Hollywood,10,12/3/2020,9/18/2020,Layoff Permanent,,,,Los Angeles County,,
California,Centric Brands Inc.,Los Angeles,1,12/03/2020,09/28/2020,Layoff Permanent,,,,Los Angeles County,,
California,La Quinta Resort Club US,La Quinta,207,12/03/2020,12/27/2020,Layoff Permanent,,,,Riverside County,,
California,VH Property Corp dba Trump National Golf Club,Rancho Palos Verdes,26,12/03/2020,11/30/2020,Layoff Temporary,,,,Los Angeles County,,
California,IAP Worldwide Services Inc.,Fresno,108,12/03/2020,01/29/2021,Layoff Permanent,,,,Fresno County,,
California,TE Connectivity,Campbell,178,12/03/2020,01/29/2021,Closure Permanent,,,,Santa Clara County,,
California,Blackstone Gaming LLC dba Larry Flynt's Lucky Lady Casino,Gardena,54,12/03/2020,12/03/2020,Closure Temporary,,,,Los Angeles County,,
California,Blackstone Gaming LLC at Casino M8trix,San Jose,106,12/03/2020,12/03/2020,Closure Temporary,,,,Santa Clara County,,
California,Zoological Society of San Diego dba San Diego Zoo Global,San Diego,1690,12/02/2020,04/20/2020,Layoff Temporary,,,,San Diego County,,
California,Paramount Recovery Services,Sunnyvale,10,12/02/2020,12/31/2020,Layoff Temporary,,,,Santa Clara County,,
California,Paramount Recovery Service,Simi Valley,20,12/02/2020,12/31/2020,Layoff Temporary,,,,Ventura County,,
California,UPS Supply Chain Solutions,Fontana,87,12/02/2020,01/31/2020,Layoff Permanent,,,,San Bernardino County,,
California,Blackhawk Country Club,Danville,31,12/02/2020,11/17/2020,Layoff Temporary,,,,Contra Costa County,,
California,VillaSport Club & Spa,San Jose,30,12/02/2020,01/17/2021,Layoff Permanent,,,,Santa Clara County,,
California,Bon Appetit Management Co.,Burbank,176,12/1/2020,09/30/2020,Layoff Permanent,,,,Los Angeles County,,
California,Claremont McKenna College,Claremont,129,12/01/2020,12/09/2020,Layoff Temporary,,,,Los Angeles County,,
California,In Shape Health Clubs,Capitola,12,12/01/2020,11/23/2020,Closure Temporary,,,,Santa Cruz County,,
California,In-Shape Health Clubs,Vacaville,12,12/01/2020,11/23/2020,Closure Temporary,,,,Solano County,,
California,Interstate Management Co. LLC dba Perry Lang's Yountville Restaurant at The Estate,Yountville,11,12/01/2020,11/25/2020,Layoff Temporary,,,,Napa County,,
California,"Universal City Studios, LLC dba Universal Studios Hollywood",Universal City,6,12/01/2020,12/05/2020,Layoff Permanent,,,,Los Angeles County,,
California,"Temple City Baekjeong, LLC",Temple City,52,12/01/2020,11/30/2020,Closure Permanent,,,,Los Angeles County,,
California,Evolution Hospitality dba Cambria Hotel & Suites Anaheim,Anaheim,4,12/01/2020,11/30/2020,Layoff Temporary,,,,Orange County,,
California,RockSugar Southeast Asian Kitchen,Los Angeles,106,11/30/2020,12/31/2020,Closure Permanent,,,,Los Angeles County,,
California,"Flying Food Group, LLC",South San Francisco,7,11/30/2020,11/13/2020,Layoff Type Unknown,,,,San Mateo County,,
California,"Greenberry Industrial, LLC",Fairfield,38,11/30/2020,01/19/2021,Closure Permanent,,,,Solano County,,
California,"Kirkhill, Inc.",Brea,536,11/30/2020,11/30/2020,Layoff Temporary,,,,Orange County,,
California,"Tricap International, LLC",Rancho Dominguez,180,11/30/2020,11/23/2020,Closure Permanent,,,,Los Angeles County,,
California,"Hosopo, Corporation",Hemet,137,11/30/2020,11/24/2020,Closure Permanent,,,,Riverside County,,
California,Hotel Casa Del Mar,Santa Monica,36,11/30/2020,11/30/2020,Layoff Temporary,,,,Los Angeles County,,
California,Kaiser Foundation Hospitals,San Jose,1,11/25/2020,11/28/2020,Layoff Permanent,,,,Santa Clara County,,
California,Soho Warehouse,Los Angeles,16,11/24/2020,03/20/2020,Layoff Permanent,,,,Los Angeles County,,
California,Kings Seafood Company,Los Angeles,70,11/24/2020,11/26/2020,Layoff Temporary,,,,Los Angeles County,,
California,Adventist Health Home Care,Chico,14,11/23/2020,01/11/2021,Closure Permanent,,,,Butte County,,
California,Metroplitan Oakland International Airport,Oakland,8,11/23/2020,01/25/2021,Layoff Temporary,,,,Alameda County,,
California,Southwest Airlines,Los Angeles,6,11/23/2020,01/25/2021,Layoff Temporary,,,,Alameda County,,
California,Dun & Bradstreet,Malibu,1,11/23/2020,01/29/2021,Closure Permanent,,,,Los Angeles County,,
California,CorePower Yoga LLC,Berkeley,18,11/23/2020,11/17/2020,Closure Temporary,,,,Contra Costa County,,
California,"Kinkisharyo International, LLC",Palmdale,10,11/23/2020,01/21/2020,Layoff Permanent,,,,Los Angeles County,,
California,Sheraton Park Hotel at the Anaheim Resort,Anaheim,63,11/23/2020,11/30/2020,Layoff Temporary,,,,Orange County,,
California,"Vince, LLC",Camarillo,3,11/20/2020,09/30/2020,Layoff Permanent,,,,Ventura County,,
California,ABM Aviation,San Jose,53,11/20/2020,10/31/2020,Layoff Permanent,,,,Santa Clara County,,
California,Athletics Investment Group LLC,Oakland,63,11/20/2020,03/16/2020,Layoff Permanent,,,,Alameda County,,
California,Full Steam Staffing,Orland,21,11/20/2020,12/21/2020,Layoff Temporary,,,,Glenn County,,
California,Cohen Restaurant Group,San Diego,90,11/20/2020,11/16/2020,Layoff Permanent,,,,San Diego County,,
California,"WeWork Companies, Inc. dba WeWork",San Francisco,105,11/20/2020,04/08/2020,Layoff Permanent,,,,San Francisco County,,
California,Napa Valley Casino,American Canyon,69,11/20/2020,11/18/2020,Layoff Temporary,,,,Napa County,,
California,TAMCO,Rancho Cucamonga,45,11/20/2020,01/29/2020,Closure Permanent,,,,San Bernardino County,,
California,TridentCare,Burbank,36,11/20/2020,03/31/2021,Closure Permanent,,,,Los Angeles County,,
California,Edition Management LLC dba The West Hollywood EDITION,West Hollywood,15,11/20/2020,01/29/2021,Layoff Permanent,,,,Los Angeles County,,
California,"Marriott Hotel Services, Inc. dba The Anaheim Marriott Hotel",Anaheim,54,11/20/2020,01/29/2021,Layoff Permanent,,,,Orange County,,
California,TriWest Healthcare Alliance,San Diego,105,11/19/2020,09/30/2020,Layoff Permanent,,,,San Diego County,,
California,Southwest Airlines - Norman Y. Mineta San Jose International Airport,San Jose,1,11/19/2020,01/11/2021,Layoff Temporary,,,,Santa Clara County,,
California,Sodexo Inc.,Los Angeles,200,11/19/2020,03/01/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Wencor Group, LLC PHS MWA Corp",Temecula,45,11/19/2020,07/12/2020,Closure Temporary,,,,Riverside County,,
California,Westside Tavern,Los Angeles,84,11/19/2020,10/31/2020,Closure Permanent,,,,Los Angeles County,,
California,Hoag Memorial Hospital Presbyterian,Newport Beach,49,11/19/2020,11/16/2020,Layoff Permanent,,,,Orange County,,
California,Hartwell Corporation,Placentia,173,11/19/2020,11/23/2020,Layoff Temporary,,,,San Bernardino County,,
California,Hartwell Corporation,Rancho Cucamonga,50,11/19/2020,11/23/2020,Layoff Temporary,,,,San Bernardino County,,
California,National Oilwell Varco,Orange,283,11/19/2020,11/17/2020,Closure Permanent,,,,Orange County,,
California,PAE,Lemoore,301,11/18/2020,09/30/2020,Layoff Permanent,,,,Kings County,,
California,Hotel Del Coronado,Coronado,563,11/18/2020,12/31/2020,Layoff Temporary,,,,San Diego County,,
California,Aramark,Milpitas,66,11/18/2020,01/01/2021,Layoff Temporary,,,,Santa Clara County,,
California,Aramark,San Jose,62,11/18/2020,01/01/2021,Layoff Temporary,,,,Santa Clara County,,
California,Craft Beer Guild Distributing,Cerritos,68,11/18/2020,01/06/2021,Closure Permanent,,,,Los Angeles County,,
California,"Walt Disney Parks and Resorts U.S., Inc",Ontario,35,11/18/2020,12/31/2020,Layoff Type Unknown,,,,San Bernardino County,,
California,Hyatt Corporation dba Hyatt Regency San Francisco,San Francisco,1,11/18/2020,11/06/2020,Layoff Permanent,,,,San Francisco County,,
California,Hyatt Corporation dba Grand Hyatt at SFO,San Francisco,8,11/18/2020,11/09/2020,Layoff Permanent,,,,San Francisco County,,
California,CSAA Insurance Group,Fairfield,18,11/18/2020,01/11/2020,Closure Permanent,,,,Solano County,,
California,West Coast Tomato Growers,Oceanside,70,11/18/2020,11/23/2020,Layoff Temporary,,,,San Diego County,,
California,Optimist Youth Homes & Family Services,Los Angeles,63,11/18/2020,01/29/2021,Layoff Type Unknown,,,,Los Angeles County,,
California,"J Brand, Inc.",Camarillo,6,11/18/2020,11/11/2020,Closure Permanent,,,,Ventura County,,
California,Santa Monica Georgian Management LLC,Santa Monica,73,11/18/2020,01/18/2021,Layoff Permanent,,,,Los Angeles County,,
California,"RBI Packing, LLC",Thermal,88,11/18/2020,11/12/2020,Layoff Type Unknown,,,,Riverside County,,
California,"Richard Bagdasarian, Inc.",Mecca,391,11/18/2020,11/12/2020,Layoff Type Unknown,,,,Riverside County,,
California,"Walt Disney Parks and Resorts U.S., Inc.",Ontario,7,11/18/2020,11/23/2020,Layoff Temporary,,,,San Bernardino County,,
California,Princess Cruise lines Ltd,Santa Clarita,114,11/18/2020,12/01/2020,Layoff Permanent,,,,Los Angeles County,,
California,Valiant Integrated Services,Fort Irwin,86,11/18/2020,12/05/2020,Layoff Temporary,,,,San Bernardino County,,
California,"Tailored Shared Services, Inc.",Fremont,86,11/18/2020,07/28/2020,Layoff Permanent,,,,Alameda County,,
California,"Sun Pacific Farming Cooperative, Inc.",Exeter,220,11/18/2020,10/19/2020,Layoff Permanent,,,,Tulare County,,
California,URW-Unibail-Rodamco-Westfield,Los Angeles,84,11/18/2020,11/20/2020,Layoff Permanent,,,,Los Angeles County,,
California,"LTF Club Management Company, LLC dba Life Time In La Jolla",La Jolla,198,11/18/2020,07/14/2020,Closure Temporary,,,,San Diego County,,
California,Centric Brands Inc.,Los Angeles,50,11/17/2020,06/15/2020,Layoff Permanent,,,,Los Angeles County,,
California,Airport Management Services and Hudson Group,San Jose,69,11/17/2020,07/31/2020,Layoff Permanent,,,,Santa Clara County,,
California,Airport Management Services and Hudson Group,San Jose,1,11/17/2020,8/31/2020,Layoff Temporary,,,,Santa Clara County,,
California,Robert Half International Inc.,San Ramon,106,11/17/2020,12/01/2020,Layoff Permanent,,,,Contra Costa County,,
California,Hotel Valencia,San Jose,34,11/17/2020,11/01/2020,Layoff Permanent,,,,Santa Clara County,,
California,PayPal,San Jose,56,11/17/2020,10/07/2020,Layoff Permanent,,,,Santa Clara County,,
California,"Precision Founders, Inc dba PCC Structurals",San Leandro,6,11/17/2020,11/3/2020,Layoff Type Unknown,,,,Alameda County,,
California,True Leaf Farms,Gonzales,202,11/17/2020,12/01/2020,Closure Permanent,,,,Monterey County,,
California,APL Logistics (APLL),Redlands,65,11/17/2020,01/05/2021,Layoff Permanent,,,,San Bernardino County,,
California,California Institute of Technology,Pasadena,1,11/17/2020,01/08/2021,Layoff Temporary,,,,Los Angeles County,,
California,California Institute of Technology,Pasadena,87,11/17/2020,01/08/2021,Layoff Permanent,,,,Los Angeles County,,
California,"MRI Manufacturing, Inc.",Santa Monica,7,11/17/2020,12/31/2020,Closure Permanent,,,,Los Angeles County,,
California,"Makita U.S.A., Inc.",La Mirada,17,11/17/2020,01/08/2020,Closure Permanent,,,,Los Angeles County,,
California,Hyatt Corporation dba Grand Hyatt San Francisco,San Francisco,5,11/17/2020,11/06/2020,Layoff Permanent,,,,San Francisco County,,
California,"Universal City Studios, LLC dba Universal Studios Hollywood",Universal City,52,11/17/2020,11/13/2020,Layoff Permanent,,,,Los Angeles County,,
California,Collins Aerospace,Chula Vista,48,11/17/2020,01/13/2021,Layoff Permanent,,,,San Diego County,,
California,"Disney Destinations, LLC",Anaheim,58,11/17/2020,11/23/2020,Layoff Temporary,,,,Orange County,,
California,Disney Entertainment Productions,Anaheim,51,11/17/2020,11/23/2020,Layoff Temporary,,,,Orange County,,
California,"Walt Disney Travel Co., Inc.",Anaheim,132,11/17/2020,11/23/2020,Layoff Temporary,,,,Orange County,,
California,"Tropitone Furniture Company, Inc.",Irvine,100,11/16/2020,04/02/2020,Layoff Permanent,,,,Orange County,,
California,Pebble Beach Resorts,Pebble Beach,436,11/16/2020,08/12/2020,Layoff Permanent,,,,Monterey County,,
California,Blackhawk Country Club,Danville,13,11/16/2020,09/18/2020,Layoff Permanent,,,,Contra Costa County,,
California,Wells Fargo,San Francisco,47,11/16/2020,10/27/2020,Layoff Permanent,,,,San Francisco County,,
California,Couch Distributing Company Inc.,Watsonville,60,11/16/2020,01/05/2021,Layoff Permanent,,,,Santa Cruz County,,
California,Hollywood Park Casino Company,Inglewood,163,11/16/2020,10/28/2020,Layoff Temporary,,,,Los Angeles County,,
California,Evolution Hospitality dba Cambria Hotel & Suites Anaheim,Anaheim,36,11/16/2020,10/30/2020,Layoff Temporary,,,,Orange County,,
California,"Integrated Oncology Network, LLC",Corona Del Mar,30,11/16/2020,12/31/2020,Closure Permanent,,,,Orange County,,
California,"Weber Metals, Inc.",Paramount,99,11/16/2020,01/02/2021,Layoff Permanent,,,,Los Angeles County,,
California,"Marvell Semiconductor, Inc.",Santa Clara,120,11/16/2020,01/04/2021,Layoff Permanent,,,,Santa Clara County,,
California,Radisson Hotel Fresno Conference Center-Evolution Hospitality,Fresno,23,11/16/2020,11/10/2020,Layoff Permanent,,,,Fresno County,,
California,Cornerstone OnDemand,Santa Monica,34,11/16/2020,01/05/2020,Layoff Permanent,,,,Los Angeles County,,
California,Eaton,Santa Ana,111,11/16/2020,01/12/2021,Closure Permanent,,,,Orange County,,
California,Leach International Corporation,Buena Park,224,11/16/2020,11/23/2020,Layoff Temporary,,,,Orange County,,
California,"Saba, a Subsidiary of Coernerstone OnDemand",Dublin,11,11/16/2020,01/05/2021,Layoff Permanent,,,,Alameda County,,
California,Bay Club Carmel Valley,San Diego,362,11/13/2020,06/07/2020,Layoff Permanent,,,,San Diego County,,
California,The Bay Club Company,Burlingame,8,11/13/2020,06/07/2020,Layoff Permanent,,,,San Mateo County,,
California,CMA CGM (America) LLC,Newport Beach,10,11/13/2020,09/04/2020,Layoff Permanent,,,,Orange County,,
California,Hyatt Corporation - Andaz San Diego,San Diego,89,11/13/2020,06/30/2020,Layoff Permanent,,,,San Diego County,,
California,Bon Appetit - University of San Francisco,San Francisco,85,11/13/2020,08/24/2020,Layoff Permanent,,,,San Francisco County,,
California,bon Appetit - University of the Pacific,Stockton,74,11/13/2020,08/28/2020,Layoff Permanent,,,,San Joaquin County,,
California,Bon Appetit Management Co - Biola University,La Mirada,55,11/13/2020,9/1/2020,Layoff Permanent,,,,Los Angeles County,,
California,Bon Appetit Management Co. - Huntington Library and Botanical Gardens,San Marino,68,11/13/2020,09/01/2020,Layoff Permanent,,,,Los Angeles County,,
California,Bon Appetit,Santa Clara,97,11/13/2020,09/30/2020,Layoff Permanent,,,,Santa Clara County,,
California,Teradata Corporation,San Diego,85,11/13/2020,10/30/2020,Layoff Permanent,,,,San Diego County,,
California,Progressive Gaming LLC dba Commerce Casino,Commerce,100,11/13/2020,10/31/2020,Layoff Permanent,,,,Los Angeles County,,
California,Panasonic Avionics Corporation,Lake Forest,589,11/13/2020,04/25/2020,Layoff Permanent,,,,Orange County,,
California,"Quibi Holdings, LLC",Los Angeles,180,11/13/2020,11/01/2020,Layoff Permanent,,,,Los Angeles County,,
California,Deluxe Media Inc.,Burbank,7,11/13/2020,09/27/2020,Layoff Temporary,,,,Los Angeles County,,
California,Deluxe Media Inc.,Burbank,10,11/13/2020,09/27/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Benchmark Arrowhead, LLC dba Lake Arrowhead Resort and Spa",Lake Arrowhead,120,11/12/2020,07/28/2020,Layoff Permanent,,,,San Bernardino County,,
California,Active Wellness LLC dba Tri-City Wellness and Fitness Center,Carlsbad,157,11/12/2020,07/14/2020,Layoff Permanent,,,,San Diego County,,
California,Drybar Holdings LLC,Newport Beach,71,11/12/2020,7/17/2020,Layoff Temporary,,,,Orange County,,
California,"FHR Claremont Hotel Management Company, LLC, a Delaware Limited Liability company dba Claremont Hote",Berkeley,508,11/12/2020,09/17/2020,Closure Temporary,,,,Alameda County,,
California,Lehigh Southwest Cement Company,Cupertino,12,11/12/2020,8/28/2020,Layoff Temporary,,,,Santa Clara County,,
California,Lehigh Southwest Cement Company,Cupertino,38,11/12/2020,10/19/2020,Layoff Temporary,,,,Santa Clara County,,
California,"Production Resource Group, L.L.C.",Glendale,92,11/12/2020,09/21/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Production Resource Group, L.L.C.",Glendale,114,11/12/2020,09/21/2020,Layoff Permanent,,,,Los Angeles County,,
California,"Paradigm Talent Agency, LLC",Monterey,4,11/12/2020,11/15/2020,Layoff Permanent,,,,Monterey County,,
California,"P.A. Staffing, LLC Nobu Hotel Palo Alto",Palo Alto,21,11/12/2020,08/13/2020,Layoff Permanent,,,,Santa Clara County,,
California,Hitachi Vantara,Santa Clara,148,11/12/2020,12/31/2020,Layoff Permanent,,,,Santa Clara County,,
California,"Fanatics Retail Group Concessions, LLC - Los Angeles Football Club",Los Angeles,88,11/12/2020,03/14/2020,Layoff Temporary,,,,Los Angeles County,,
California,Designed Metal Connections dba Permaswage,Gardena,220,11/12/2020,10/23/2020,Layoff Temporary,,,,Los Angeles County,,
California,Angels Baseball LP,Anaheim,43,11/12/2020,12/30/2020,Layoff Temporary,,,,Orange County,,
California,John F. Kennedy University,Pleasant Hill,222,11/12/2020,12/31/2020,Layoff Permanent,,,,Contra Costa County,,
California,Dynamic Aviation,Concord,4,11/12/2020,12/31/2020,Closure Permanent,,,,Contra Costa County,,
California,National Football League,Culver City,200,11/12/2020,10/28/2020,Layoff Permanent,,,,Los Angeles County,,
California,"American Directions Research Group, inc.",Redding,67,11/12/2020,12/31/2020,Closure Permanent,,,,Shasta County,,
California,"Compass Group USA, Inc. d/b/a Eurest",San Francisco,67,11/12/2020,12/31/2020,Layoff Permanent,,,,San Francisco County,,
California,"Evans Hotels, LLC dba Catamaran Resort Hotel and Spa",San Diego,38,11/10/2020,07/14/2020,Layoff Temporary,,,,San Diego County,,
California,"Evans Hotels, LLC dba The Lodge at Torrey Pines",La Jolla,42,11/10/2020,07/14/2020,Layoff Temporary,,,,San Diego County,,
California,Oakland YMCA,Oakland,161,11/10/2020,7/16/2020,Layoff Permanent,,,,Alameda County,,
California,Hilltop Family YMCA,Richmond,67,11/10/2020,7/16/2020,Layoff Permanent,,,,Contra Costa County,,
California,Irvin Deutsher Family YMCA,Pleasant Hill,137,11/10/2020,07/16/2020,Layoff Permanent,,,,Contra Costa County,,
California,Saint Agnes Medical Center,Fresno,23,11/10/2020,07/15/2020,Layoff Permanent,,,,Fresno County,,
California,Lehigh Southwest Cement Company dba Lehigh Hanson Services LLC,Cupertino,43,11/10/2020,07/24/2020,Layoff Temporary,,,,Santa Clara County,,
California,Foto-Kem Industries Inc.,Burbank,88,11/10/2020,10/15/2020,Layoff Permanent,,,,Los Angeles County,,
California,"Foto-Kem Industries, Inc. Satellite Office #2",Los Angeles,6,11/10/2020,10/15/2020,Layoff Permanent,,,,Los Angeles County,,
