State,Company,City,Number of Workers,Received Date,Effective Date,Layoff/Closure,Temporary/Permanent,Union,Region,County,Industry,Notes
California,"Ovations Fanfare, L.P. dba Spectra Foods Services and Hospitality",San Jose,177,04/29/2020,04/08/2020,Layoff Temporary,,,,Santa Clara County,,
California,The Salvation Army,San Diego,177,04/29/2020,04/17/2020,Layoff Temporary,,,,San Diego County,,
California,Fox Factory Inc.,Scotts Valley,159,04/29/2020,04/10/2020,Layoff Temporary,,,,Santa Cruz County,,
California,Jordanos,Santa Barbara,141,04/29/2020,04/06/2020,Layoff Temporary,,,,Santa Barbara County,,
California,"Alcatraz Cruises, LLC",San Francisco,139,04/29/2020,04/14/2020,Layoff Temporary,,,,San Francisco County,,
California,"Ovations Fanfare, L.P. dba Spectra Food Services and Hospitality",Sacramento,135,04/29/2020,04/08/2020,Layoff Temporary,,,,Sacramento County,,
California,Goodwill Industries of Orange County,Santa Ana,122,04/29/2020,03/28/2020,Layoff Unknown at this time,,,,Orange County,,
California,"Tavern on the Hill, LLC d/b/a Iron Horse Tavern",Folsom,110,04/29/2020,03/19/2020,Closure Temporary,,,,Sacramento County,,
California,"Moana Bishop Ranch Service Corp, dba Roundhouse Market & Conference Center",San Ramon,105,04/29/2020,03/17/2020,Layoff Temporary,,,,Contra Costa County,,
California,Center Theatre Group,Los Angeles,101,04/29/2020,04/06/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Evolus, Inc.",Newport Beach,101,04/29/2020,04/21/2020,Layoff Permanent,,,,Orange County,,
California,"EDI Associates LP, dba El Dorado Hotel & Kitchen",Sonoma,97,04/29/2020,03/18/2020,Layoff Temporary,,,,Sonoma County,,
California,Neil Jones Food Company,Firebaugh,96,04/29/2020,04/13/2020,Layoff Temporary,,,,Fresno County,,
California,"3 Suns, LLC",Sacramento,94,04/29/2020,03/19/2020,Closure Temporary,,,,Sacramento County,,
California,"Public House Downtown, LLC",Sacramento,88,04/29/2020,03/19/2020,Closure Temporary,,,,Sacramento County,,
California,Patterson Dental Supply Inc.,El Segundo,88,04/29/2020,05/01/2020,Layoff Temporary,,,,Los Angeles County,,
California,Four Sisters Inns,Healdsburg,87,04/29/2020,03/20/2020,Layoff Temporary,,,,Sonoma County,,
California,Fox Factory Inc.,Watsonville,85,04/29/2020,04/10/2020,Layoff Temporary,,,,Santa Cruz County,,
California,Worldwide Golf Enterprises Inc. dba Roger Dunn Golf Shops,Santa Ana,85,04/29/2020,04/13/2020,Layoff Temporary,,,,Orange County,,
California,"G2 Secure Staff, LLC",San Jose,78,04/29/2020,03/20/2020,Layoff Temporary,,,,Santa Clara County,,
California,"Core-Mark International, Inc.",Corona,76,04/29/2020,04/20/2020,Layoff Permanent,,,,Riverside County,,
California,"Mosiac Hotel Service Corporation, dba Colony Palms Hotel",Palm Springs,73,04/29/2020,03/18/2020,Layoff Temporary,,,,Riverside County,,
California,"Tres Hermanos Y Amigo 2, LLC",Sacramento,72,04/29/2020,03/19/2020,Closure Temporary,,,,Sacramento County,,
California,"Tres Hermanos Y Amigo 3, LLC",Folsom,70,04/29/2020,03/19/2020,Closure Temporary,,,,Sacramento County,,
California,"Sam's Main Street LLC, dba Sam's Anchor Caf&eacute;",Tiburon,68,04/29/2020,03/16/2020,Layoff Temporary,,,,Marin County,,
California,"TAMCO, Inc.",Rancho Cucamonga,68,04/29/2020,04/20/2020,Layoff Temporary,,,,San Bernardino County,,
California,Goodwill Industries of Orange County,Santa Ana,64,04/29/2020,03/28/2020,Layoff Temporary,,,,Orange County,,
California,Lucky Strike Hollywood Inc,Los Angeles,63,04/29/2020,03/27/2020,Layoff Temporary,,,,Los Angeles County,,
California,Zume Inc.,Mountain View,63,04/29/2020,04/17/2020,Layoff Permanent,,,,Santa Clara County,,
California,eShares Inc (dba Carta Inc),San Francisco,60,04/29/2020,04/16/2020,Layoff Permanent,,,,San Francisco County,,
California,"DJI Service, LLC.",Cerritos,59,04/29/2020,03/20/2020,Layoff Temporary,,,,Orange County,,
California,"Tres Hermanos Y Amigo 1, LLC",Sacramento,56,04/29/2020,03/19/2020,Closure Temporary,,,,Sacramento County,,
California,Ampine LLC - Timber Products Company,Sutter Creek,56,04/29/2020,04/20/2020,Layoff Temporary,,,,Amador County,,
California,Tempo Automation,San Francisco,54,04/29/2020,04/24/2020,Layoff Unknown at this time,,,,San Francisco County,,
California,Burlington Coat Factory of Texas Inc. dba Burlington #1058,Carson,52,04/29/2020,03/31/2020,Closure Temporary,,,,Los Angeles County,,
California,Lucky Strike Hollywood Inc,Los Angeles,51,04/29/2020,03/27/2020,Layoff Permanent,,,,Los Angeles County,,
California,"Rimini, Inc. dba Angelini Osteria",Los Angeles,46,04/29/2020,03/16/2020,Closure Temporary,,,,Los Angeles County,,
California,Lucky Strike San Francisco,San Francisco,42,04/29/2020,03/27/2020,Layoff Temporary,,,,San Francisco County,,
California,Lucky Strike San Francisco,San Francisco,39,04/29/2020,03/27/2020,Layoff Permanent,,,,San Francisco County,,
California,"Planet Express, LLC - Planet Hollywood",Los Angeles,37,04/29/2020,04/14/2020,Layoff Temporary,,,,Los Angeles County,,
California,Lucky Strike Orange,Orange,36,04/29/2020,03/27/2020,Layoff Temporary,,,,Orange County,,
California,Raddusa LLC dba Angelini Alimentari,Los Angeles,28,04/29/2020,03/16/2020,Closure Temporary,,,,Los Angeles County,,
California,Lucky Strike Orange,Orange,25,04/29/2020,03/27/2020,Layoff Permanent,,,,Orange County,,
California,"Agro Merchants Oakland, LLC",Oakland,22,04/29/2020,06/30/2020,Closure Permanent,,,,Alameda County,,
California,Dita Inc,Aliso Viejo,20,04/29/2020,04/05/2020,Layoff Temporary,,,,Orange County,,
California,Aldo US INC,Ventura,18,04/29/2020,03/16/2020,Layoff Temporary,,,,Ventura County,,
California,Live Nation,Beverly Hills,14,04/29/2020,04/17/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Hampton Inns Employer LLC dba Hampton Inns and Suites by Hilton-Rohnert
 Park/Sonoma County",Rohnert Park,9,04/29/2020,03/24/2020,Layoff Temporary,,,,Sonoma County,,
California,Restec Contractors Inc. at CSU Chico,Chico,8,04/29/2020,03/17/2020,Layoff Temporary,,,,Butte County,,
California,JE Model Management,San Francisco,8,04/29/2020,03/25/2020,Layoff Temporary,,,,San Francisco County,,
California,Restec Contractors Inc. at P St DGS,Sacramento,7,04/29/2020,03/17/2020,Layoff Temporary,,,,Sacramento County,,
California,Restec Contractors Inc. at Facebook 0250 29- 43,San Francisco,6,04/29/2020,03/17/2020,Layoff Temporary,,,,San Francisco County,,
California,"Dita Eyewear Global, LLC",Corona,6,04/29/2020,04/05/2020,Layoff Temporary,,,,Riverside County,,
California,Restec Contractors Inc. at ISI Core Shell,Sunnyvale,4,04/29/2020,03/17/2020,Layoff Temporary,,,,Santa Clara County,,
California,Restec Contractors Inc. at Bayview,Mountain View,4,04/29/2020,03/17/2020,Layoff Temporary,,,,Santa Clara County,,
California,Restec Contractors Inc. at Synthego,Redwood City,3,04/29/2020,03/17/2020,Layoff Temporary,,,,San Mateo County,,
California,Restec Contractors Inc. at Nvidia II,Santa Clara,3,04/29/2020,03/17/2020,Layoff Temporary,,,,Santa Clara County,,
California,Dita iinc,San Francisco,3,04/29/2020,04/05/2020,Layoff Temporary,,,,San Francisco County,,
California,Restec Contractors Inc. at Uber Mission Bay,San Francisco,2,04/29/2020,03/17/2020,Layoff Temporary,,,,San Francisco County,,
California,"Rancho Santa Mararita - C2 Educational Systems, Inc.",Rancho Santa Margarita,2,04/29/2020,04/13/2020,Layoff Temporary,,,,Orange County,,
California,"Los Altos - C2 Educational Systems, Inc.",Los Altos,2,04/29/2020,04/13/2020,Layoff Temporary,,,,Santa Clara County,,
California,"Del Mar - Educational Systems, Inc.",San Diego,2,04/29/2020,04/15/2020,Layoff Temporary,,,,San Diego County,,
California,Electro Rent Corporation,Hayward,2,04/29/2020,04/17/2020,Layoff Temporary,,,,Alameda County,,
California,Restec Contractors Inc. at Facebook FRE 114,Fremont,1,04/29/2020,03/17/2020,Layoff Temporary,,,,Alameda County,,
California,Restec Contractors Inc. at Gotts Chase Center,San Francisco,1,04/29/2020,03/17/2020,Layoff Temporary,,,,San Francisco County,,
California,Restec Contractors Inc. at SFO ITB A&G,San Francisco,1,04/29/2020,03/17/2020,Layoff Temporary,,,,San Francisco County,,
California,Restec Contractors Inc. at Facebook SUN101 HVAC,Sunnyvale,1,04/29/2020,03/17/2020,Layoff Temporary,,,,Santa Clara County,,
California,Restec Contractors Inc. at Caang,Mountain View,1,04/29/2020,03/17/2020,Layoff Temporary,,,,Santa Clara County,,
California,Ocelot Engineering dba Chaparral Motorsports,San Bernardino,1,04/29/2020,03/31/2020,Layoff Permanent,,,,San Bernardino County,,
California,"Pleasanton - C2 Educational Systems, Inc.",Pleasanton,1,04/29/2020,04/13/2020,Layoff Temporary,,,,Alameda County,,
California,"Torrance - C2 Educational Systems, Inc.",Torrance,1,04/29/2020,04/13/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Monrovia - C2 Educational Systems, Inc.",Monrovia,1,04/29/2020,04/13/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Huntington Beach - C2 Educational Systems, Inc.",Huntington Beach,1,04/29/2020,04/13/2020,Layoff Temporary,,,,Orange County,,
California,"West Portal - C@ Educational Systems, Inc.",San Francisco,1,04/29/2020,04/13/2020,Layoff Temporary,,,,San Francisco County,,
California,"Westlake Village - C2 Educational Systems, Inc.",Thousand Oaks,1,04/29/2020,04/13/2020,Layoff Temporary,,,,Ventura County,,
California,"Brentwood - C2 Educational Systems, Inc.",Los Angeles,1,04/29/2020,04/15/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Calabasas - C2 Educational Systems, Inc.",Calabasas,1,04/29/2020,04/15/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Glendale - Educational Systems, Inc.",Glendale,1,04/29/2020,04/15/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Mill Valley - Educational Systems, Inc.",Mill Valley,1,04/29/2020,04/15/2020,Layoff Temporary,,,,Marin County,,
California,"Eastvale - Educational Systems, Inc.",Mira Loma,1,04/29/2020,04/15/2020,Layoff Temporary,,,,Riverside County,,
California,"Cerritos - Educational Systems, Inc.",Cerritos,1,04/29/2020,04/16/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Cupertino - C2 Educational Systems, Inc.",San Jose,1,04/29/2020,04/16/2020,Layoff Temporary,,,,Santa Clara County,,
California,Goodwill Industries of San Diego County (GISD),San Diego,1235,04/28/2020,04/03/2020,Layoff Temporary,,,,San Diego County,,
California,The Performing Arts Center of Los Angeles County,Los Angeles,1069,04/28/2020,03/28/2020,Layoff Temporary,,,,Los Angeles County,,
California,Abercrombie & Fitch - HCo.,San Diego,544,04/28/2020,03/29/2020,Closure Temporary,,,,San Diego County,,
California,Watkins Wellness,Vista,429,04/28/2020,04/17/2020,Layoff Temporary,,,,San Diego County,,
California,Oaks Card Club,Emeryville,358,04/28/2020,03/16/2020,Closure Temporary,,,,Alameda County,,
California,Abercrombe & Fitch HCo.,Northridge,335,04/28/2020,03/29/2020,Closure Temporary,,,,Los Angeles County,,
California,"Cast & Crew Payroll, LLC",Burbank,276,04/28/2020,04/09/2020,Layoff Temporary,,,,Los Angeles County,,
California,Hilton San Francisco Financial District,San Francisco,274,04/28/2020,03/19/2020,Layoff Temporary,,,,San Francisco County,,
California,Monterey Bay Aquarium,Monterey,221,04/28/2020,04/30/2020,Layoff Temporary,,,,Monterey County,,
California,TA Aerospace,Valencia,215,04/28/2020,04/26/2020,Layoff Temporary,,,,Los Angeles County,,
California,Palecek,Richmond,188,04/28/2020,03/17/2020,Layoff Temporary,,,,Contra Costa County,,
California,"Quemetco, Inc.",La Puente,182,04/28/2020,04/23/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Becton, Dickinson and Company, dba BD",San Jose,157,04/28/2020,04/27/2020,Layoff Temporary,,,,Santa Clara County,,
California,"T.R.S.C., Inc.",El Segundo,134,04/28/2020,03/14/2020,Layoff Permanent,,,,Los Angeles County,,
California,Torrid LLC,City of Industry,132,04/28/2020,04/06/2020,Layoff Temporary,,,,Los Angeles County,,
California,Burgers & Beers,La Quinta,118,04/28/2020,03/17/2020,Layoff Permanent,,,,Riverside County,,
California,"MoMo West, LLC",Rowland Heights,118,04/28/2020,04/08/2020,Layoff Temporary,,,,Los Angeles County,,
California,Pactiv LLC,Stockton,104,04/28/2020,04/06/2020,Layoff Temporary,,,,San Joaquin County,,
California,"Rudy's Hollywood, LLC",Los Angeles,103,04/28/2020,03/16/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Hof's Hut Restaurants, Inc. dba Lucille's Smokehouse Bar-B-Que",Rancho Cucamonga,103,04/28/2020,03/16/2020,Layoff Unknown at this time,,,,San Bernardino County,,
California,Invitae Corporation,San Francisco,101,04/28/2020,06/15/2020,Layoff Permanent,,,,San Francisco County,,
California,Abercrombie & Fitch HCo.,Santa Rosa,98,04/28/2020,03/29/2020,Closure Temporary,,,,Sonoma County,,
California,"Cannery Seafood of the Pacific, LLC",Newport Beach,89,04/28/2020,03/16/2020,Layoff Temporary,,,,Orange County,,
California,"Hof's Hut Restaurants, Inc. dba Lucille's Smokehouse Bar-B-Que",Rancho Cucamonga,88,04/28/2020,03/18/2020,Layoff Unknown at this time,,,,San Bernardino County,,
California,Dick's Sporting Goods Inc. at Daly City Store #1092,Daly City,81,04/28/2020,04/12/2020,Layoff Temporary,,,,San Mateo County,,
California,Hilton Resorts Corporation,Carlsbad,78,04/28/2020,04/17/2020,Layoff Temporary,,,,San Diego County,,
California,"El Cholo, Inc. - The Original",Los Angeles,77,04/28/2020,03/16/2020,Layoff Temporary,,,,Los Angeles County,,
California,Burlington Coat Factory of Texas Inc. dba Burlington #1029,North Hollywood,72,04/28/2020,03/31/2020,Closure Temporary,,,,Los Angeles County,,
California,Dick's Sporting Goods Inc. at Cerritos Store #1195,Cerritos,68,04/28/2020,04/12/2020,Layoff Temporary,,,,Los Angeles County,,
California,Weatherford BMW,Berkeley,64,04/28/2020,03/18/2020,Layoff Temporary,,,,Alameda County,,
California,"LoanMe, Inc.",Anaheim,64,04/28/2020,04/16/2020,Layoff Temporary,,,,Orange County,,
California,Trophy Automotive Dealer Group LLC,Glendale,62,04/28/2020,03/23/2020,Layoff Temporary,,,,Los Angeles County,,
California,The Progress,San Francisco,59,04/28/2020,03/21/2020,Layoff Temporary,,,,San Francisco County,,
California,Abercrombie & Fitch - HCo.,Visalia,58,04/28/2020,03/29/2020,Closure Temporary,,,,Tulare County,,
California,"El Cholo Anaheim Hills, LLC",Anaheim,57,04/28/2020,03/16/2020,Layoff Temporary,,,,Orange County,,
California,"Siete Azul, LLC - El Cholo Downtown",Los Angeles,55,04/28/2020,03/16/2020,Layoff Temporary,,,,Los Angeles County,,
California,Mission Linen Supply,Oceanside,55,04/28/2020,03/19/2020,Layoff Temporary,,,,San Diego County,,
California,"deluxe Entertainment Services, Inc.",Burbank,55,04/28/2020,03/25/2020,Layoff Temporary,,,,Los Angeles County,,
California,Dick's Sporting Goods Inc. at Chula Vista Store #1413,Chula Vista,54,04/28/2020,04/12/2020,Layoff Temporary,,,,San Diego County,,
California,"TEAM Industrial Services, Inc.",Harbor City,53,04/28/2020,03/22/2020,Layoff Temporary,,,,Los Angeles County,,
California,Burlington Coat Factory of Texas Inc. dba Burlington #1058,Carson,52,04/28/2020,03/31/2020,Layoff Temporary,,,,Los Angeles County,,
California,"El Choro Corona Del Mar, Inc.",Corona Del Mar,51,04/28/2020,03/16/2020,Layoff Temporary,,,,Orange County,,
California,Los Angeles Philharmonic Association,Los Angeles,51,04/28/2020,04/12/2020,Layoff Temporary,,,,Los Angeles County,,
California,Abercrombie & Fitch-HCo.,Ventura,49,04/28/2020,03/29/2020,Closure Temporary,,,,Ventura County,,
California,Dick's Sporting Goods Inc. at Dublin Store #1071,Dublin,47,04/28/2020,04/12/2020,Layoff Temporary,,,,Alameda County,,
California,San Fernando Valley Automotive Group dba Rydell Automotive Group,Northridge,47,04/28/2020,04/15/2020,Layoff Permanent,,,,Los Angeles County,,
California,Dick's Sporting Goods Inc. at Bakersfield Store #697,Bakersfield,46,04/28/2020,04/12/2020,Layoff Temporary,,,,Kern County,,
California,San Fernando Motor Company DBA Rydell Chrysler Dodge Jeep Ram,San Fernando,45,04/28/2020,04/15/2020,Layoff Temporary,,,,Los Angeles County,,
California,Los Angeles Philharmonic Association,Los Angeles,43,04/28/2020,04/12/2020,Layoff Temporary,,,,Los Angeles County,,
California,Dick's Sporting Goods Inc. at Clovis Store #623,Clovis,43,04/28/2020,04/12/2020,Layoff Temporary,,,,Fresno County,,
California,State Bird Provisions,San Francisco,42,04/28/2020,03/21/2020,Layoff Temporary,,,,San Francisco County,,
California,"Soho House West Hollywood, LLCC",West Hollywood,41,04/28/2020,03/20/2020,Layoff Permanent,,,,Los Angeles County,,
California,Dick's Sporting Goods Inc. at Eastvale Store #1381,Eastvale,38,04/28/2020,04/12/2020,Layoff Temporary,,,,Riverside County,,
California,MUJI U.S.A. Limited dba MUJI Santa Monica & MUJI Third Street,Santa Monica,38,04/28/2020,04/20/2020,Closure Temporary,,,,Los Angeles County,,
California,"Dick&rsquo;s Sporting Goods, Inc.",Santa Rosa,37,04/28/2020,04/12/2020,Layoff Temporary,,,,Sonoma County,,
California,"Dick's Sporting Goods, Inc",Thousand Oaks,36,04/28/2020,04/12/2020,Layoff Temporary,,,,Ventura County,,
California,Zodiac Pool Systems LLC,Carlsbad,35,04/28/2020,04/17/2020,Layoff Temporary,,,,San Diego County,,
California,Dick's Sporting Goods Inc. at El Cajon Store #615,El Cajon,33,04/28/2020,04/12/2020,Layoff Temporary,,,,San Diego County,,
California,Dick's Sporting Goods Inc. at Chino Store #925,Chino,32,04/28/2020,04/12/2020,Layoff Temporary,,,,San Bernardino County,,
California,Dick's Sporting Goods Inc. at Carmel Mountain Store #1411,San Diego,32,04/28/2020,04/12/2020,Layoff Temporary,,,,San Diego County,,
California,TechnipFMC,Davis,32,04/28/2020,04/15/2020,Layoff Permanent,,,,Yolo County,,
California,Black Bear Diner,Davis,30,04/28/2020,04/09/2020,Layoff Temporary,,,,Yolo County,,
California,"MGB Echo Park LLC, dba Montys Good Burger",Los Angeles,28,04/28/2020,03/22/2020,Closure Temporary,,,,Los Angeles County,,
California,Dick's Sporting Goods Inc. at Chico Store #1089,Chico,28,04/28/2020,04/12/2020,Layoff Temporary,,,,Butte County,,
California,Alsco,Santa Rosa,25,04/28/2020,04/03/2020,Layoff Temporary,,,,Sonoma County,,
California,Montys Good Burger LLC,Riverside,22,04/28/2020,03/22/2020,Closure Temporary,,,,Riverside County,,
California,MUJI U.S.A. Limited dba MUJI Santa Anita,Arcadia,21,04/28/2020,04/20/2020,Closure Temporary,,,,Los Angeles County,,
California,"Rudy's Hollywood, LLC dba Rudy's Barbershop Main Street",Santa Monica,17,04/28/2020,03/16/2020,Layoff Temporary,,,,Los Angeles County,,
California,"The San Diego Union-Tribune, LLC",San Diego,17,04/28/2020,04/19/2020,Layoff Temporary,,,,San Diego County,,
California,MUJI U.S.A. Limited dba MUJI Stanford,Palo Alto,17,04/28/2020,04/20/2020,Closure Temporary,,,,Santa Clara County,,
California,MUJI U.S.A. Limited dba MUJI Hollywood,Los Angeles,14,04/28/2020,04/20/2020,Closure Temporary,,,,Los Angeles County,,
California,"Aztec Shops, Ltd.",San Diego,12,04/28/2020,03/16/2020,Layoff Permanent,,,,San Diego County,,
California,Adventist Health Bakersfield,Bakersfield,12,04/28/2020,06/08/2020,Layoff Permanent,,,,Kern County,,
California,MUJI U.S.A. Limited dba MUJI Soma,San Francisco,11,04/28/2020,04/20/2020,Closure Temporary,,,,San Francisco County,,
California,MUJI U.S.A. Limited dba MUJI San Jose,San Jose,11,04/28/2020,04/20/2020,Closure Temporary,,,,Santa Clara County,,
California,"World Wrestling Entertainment, Inc., dba WWE",Los Angeles,10,04/28/2020,04/18/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Los Angeles Times Communications, LLC",Fountain Valley,9,04/28/2020,04/19/2020,Layoff Temporary,,,,Orange County,,
California,Zara USA Inc,Thousand Oaks,8,04/28/2020,04/05/2020,Closure Temporary,,,,Ventura County,,
California,Montys & Friends LLC,Panorama City,6,04/28/2020,03/22/2020,Layoff Temporary,,,,Los Angeles County,,
California,Monty & Friends LLC (parent company of Monty's Good Burger),Riverside,6,04/28/2020,04/13/2020,Layoff Temporary,,,,Riverside County,,
California,Zara USA Inc,Thousand Oaks,3,04/28/2020,04/12/2020,Closure Temporary,,,,Ventura County,,
California,"Berkeley - C2 Educational Systems, Inc.",El Cerrito,2,04/28/2020,04/15/2020,Layoff Temporary,,,,Contra Costa County,,
California,"Anaheim Hills - C2 Educational Systems, Inc.",Anaheim,2,04/28/2020,04/15/2020,Layoff Temporary,,,,Orange County,,
California,Oakland Athletics,Oakland,796,04/27/2020,03/17/2020,Layoff Temporary,,,,Alameda County,,
California,Safran Cabin,Santa Maria,509,04/27/2020,04/10/2020,Layoff Temporary,,,,Santa Barbara County,,
California,Duty Free North America - San Francisco International Airport,San Francisco,220,04/27/2020,04/16/2020,Closure Temporary,,,,San Francisco County,,
California,"Logomark, Inc.",Tustin,210,04/27/2020,03/20/2020,Layoff Temporary,,,,Orange County,,
California,"LuLaRoe, LLC",Fontana,210,04/27/2020,04/10/2020,Layoff Permanent,,,,San Bernardino County,,
California,"George's At the Cove, Inc.",La Jolla,191,04/27/2020,03/16/2020,Closure Temporary,,,,San Diego County,,
California,Taylor Guitars,El Cajon,190,04/27/2020,03/20/2020,Layoff Temporary,,,,San Diego County,,
California,"Caledonian, Inc.",Los Angeles,166,04/27/2020,04/13/2020,Layoff Temporary,,,,Los Angeles County,,
California,Body Kinetics,Mill Valley,142,04/27/2020,03/16/2020,Layoff Temporary,,,,Marin County,,
California,"Lehigh Southwest Cement Company-Lehigh Hanson ServicesLLC-Cupertino Permanente
 Plant",Cupertino,133,04/27/2020,04/09/2020,Layoff Temporary,,,,Santa Clara County,,
California,Ademco Inc.,San Diego,124,04/27/2020,04/20/2020,Layoff Temporary,,,,San Diego County,,
California,"Lehigh Southwest Cement Company-Lehigh Hanso Serives, LLC-Redding Plant",Redding,109,04/27/2020,04/17/2020,Layoff Temporary,,,,Shasta County,,
California,Brophy & Sons Inc.,Santa Barbara,107,04/27/2020,03/17/2020,Closure Temporary,,,,Santa Barbara County,,
California,Serrano Country Club,El Dorado Hills,93,04/27/2020,04/20/2020,Layoff Temporary,,,,El Dorado County,,
California,"Ortho Organizers, Inc.",Carlsbad,91,04/27/2020,04/17/2020,Layoff Temporary,,,,San Diego County,,
California,"Connected Apparel Company, LLC",Commerce,91,04/27/2020,04/17/2020,Layoff Temporary,,,,Los Angeles County,,
California,"GoPro, Inc.",San Mateo,88,04/27/2020,05/15/2020,Layoff Permanent,,,,San Mateo County,,
California,Bennett Bros Inc.,Ventura,83,04/27/2020,03/17/2020,Closure Temporary,,,,Ventura County,,
California,Benihana Encino Corp.,Encino,82,04/27/2020,03/16/2020,Layoff Temporary,,,,Los Angeles County,,
California,V. Sattui Winery,Saint Helena,82,04/27/2020,03/16/2020,Layoff Unknown at this time,,,,Napa County,,
California,"Dine Brands Global, Inc.",Glendale,80,04/27/2020,04/19/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Spicer's Paper, Inc.",Santa Fe Springs,62,04/27/2020,04/17/2020,Layoff Temporary,,,,Los Angeles County,,
California,Deluxe Entertainment Services Group Inc.,Burbank,58,04/27/2020,03/25/2020,Layoff Temporary,,,,Los Angeles County,,
California,Fry's Electronics Inc.,San Jose,57,04/27/2020,04/10/2020,Layoff Unknown at this time,,,,Santa Clara County,,
California,"Aerospace Dynamics International, a PCC Company",Valencia,52,04/27/2020,04/13/2020,Layoff Temporary,,,,Los Angeles County,,
California,DFS Group L.P.,Torrance,50,04/27/2020,04/20/2020,Layoff Temporary,,,,Los Angeles County,,
California,"MSP Enterprises, LLC dba Sea Glass Hospitality Partners",Milpitas,45,04/27/2020,03/17/2020,Layoff Temporary,,,,Santa Clara County,,
California,"Enterprise Rent-A-Car Co of San Francisco, LLC",San Jose,44,04/27/2020,04/03/2020,Layoff Unknown at this time,,,,Santa Clara County,,
California,Palm Springs Art Museum,Palm Springs,40,04/27/2020,04/02/2020,Layoff Temporary,,,,Riverside County,,
California,"Book Off U.S.A., Inc.",Gardena,36,04/27/2020,04/16/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Ruelas Enterprises dba Editorial Renuevo, LLC and Signature Equipovision, LLC",Fresno,34,04/27/2020,04/15/2020,Layoff Permanent,,,,Fresno County,,
California,MGB Koreatown LLC dba Monty's Good Burger,Los Angeles,31,04/27/2020,03/22/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Eminet, Inc. - Resolve Group, Inc.",Cerritos,26,04/27/2020,04/11/2020,Layoff Temporary,,,,Los Angeles County,,
California,Anning-Johnson Company-Facebook,Sunnyvale,25,04/27/2020,03/17/2020,Layoff Temporary,,,,Santa Clara County,,
California,Anning-Johnson Company-,Oakland,22,04/27/2020,03/17/2020,Layoff Temporary,,,,Alameda County,,
California,Zara,Rancho Cucamonga,19,04/27/2020,04/12/2020,Closure Temporary,,,,San Bernardino County,,
California,"Eminent, Inc.-Resolve Group, Inc.",Los Angeles,18,04/27/2020,04/11/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Cashbak, LLC",San Bernardino,18,04/27/2020,04/15/2020,Layoff Unknown at this time,,,,San Bernardino County,,
California,Precision Dynamics Corporation,Valencia,16,04/27/2020,04/14/2020,Layoff Temporary,,,,Los Angeles County,,
California,Paradies Lagardere-Taste Inc.,Oakland,15,04/27/2020,04/03/2020,Layoff Temporary,,,,Alameda County,,
California,"Times Community News, North",Los Angeles,13,04/27/2020,05/16/2020,Layoff Unknown at this time,,,,Los Angeles County,,
California,Anning-Johnson Company,Hayward,3,04/27/2020,03/17/2020,Layoff Temporary,,,,Alameda County,,
California,"Paradies-Long Beach, LLC dba Paradies Lagardere Travel Retail",Long Beach,3,04/27/2020,04/14/2020,Layoff Temporary,,,,Los Angeles County,,
California,Anning-Johnson Company-Western Digital,San Jose,2,04/27/2020,03/17/2020,Layoff Temporary,,,,Santa Clara County,,
California,Duty Free North America,Los Angeles,282,04/25/2020,05/03/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Shelter Island Inc, dba Bali Hai Restaurant- Tom Ham's Lighthouse",San Diego,216,04/25/2020,03/17/2020,Layoff Temporary,,,,San Diego County,,
California,"Davis Development Company, Inc.",Santa Clara,190,04/25/2020,04/04/2020,Layoff Temporary,,,,Santa Clara County,,
California,"USA Cinema Services, LLC. dba Cinepolis USA",San Diego,156,04/25/2020,03/24/2020,Layoff Temporary,,,,San Diego County,,
California,"FreshPoint Southern California, Inc.",La Puente,152,04/25/2020,03/20/2020,Layoff Permanent,,,,Los Angeles County,,
California,Seidner Enterprises LLC dba Bert's Mega Mall,Covina,148,04/25/2020,03/20/2020,Layoff Temporary,,,,Los Angeles County,,
California,"Scott's Seafood Grill & Bar (Walnut Creek), Inc.",Walnut Creek,145,04/25/2020,03/16/2020,Closure Permanent,,,,Contra Costa County,,
California,"Artic Services, LLC DBA Artic Mechanical",Rancho Cucamonga,145,04/25/2020,04/14/2020,Layoff Permanent,,,,San Bernardino County,,
California,Knighted Ventures,Rancho Cordova,135,04/25/2020,03/15/2020,Layoff Temporary,,,,Sacramento County,,
California,GBA Linens,Anaheim,116,04/25/2020,03/31/2020,Layoff Temporary,,,,Orange County,,
California,"Scott's Jack London Seafood, Inc.",Oakland,116,04/25/2020,04/16/2020,Closure Permanent,,,,Alameda County,,
