State,Company,City,Number of Workers,WARN Received Date,Effective Date,Closure/Layoff,Temporary/Permanent,Union,Region,County,Industry,Notes
Texas,Pappas Bar-B-Q 10,Webster,31,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Movies 12 Laredo,Laredo,29,3/26/2020,3/26/2020,,,,South Texas WDA,Webb,,
Texas,Cinemark Mall Del Norte,Laredo,54,3/26/2020,3/26/2020,,,,South Texas WDA,Webb,,
Texas,Movies 10 Harlingen,Harlingen,22,3/26/2020,3/26/2020,,,,Cameron County WDA,Cameron,,
Texas,Pappas Bar-B-Q 12,Houston,46,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Hollywood USA,Pasadena,64,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappas Bar-B-Q 13,Houston,39,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,"Cinemark @ Alliance
 
 Towne Center",Fort Worth,64,3/26/2020,3/26/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Quick Weight Loss Centers - Conroe,Conroe,4,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Montgomery,,
Texas,Quick Weight Loss Centers - Cinco Ranch,Houston,4,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Alsco - Kyle,Kyle,3,3/25/2020,3/27/2020,,,,Rural Capital WDA,Hays,,
Texas,Quick Weight Loss Centers - FM 1960,Houston,4,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,The St. Anthony Hotel,San Antonio,208,3/25/2020,3/27/2020,,,,Alamo WDA,Bexar,,
Texas,Legacy West,Plano,82,3/25/2020,3/25/2020,,,,North Central Texas WDA,Collin,,
Texas,FTS International Services-Aledo,Aledo,72,3/25/2020,3/16/2020,,,,North Central Texas WDA,Parker,,
Texas,Quick Weight Loss Centers - Humble,Humble,3,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Quick Weight Loss Centers - Pasadene,Pasadena,4,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Quick Weight Loss Centers - HWY 6,Houston,4,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappasito's 11,San Antonio,137,3/25/2020,3/18/2020,,,,Alamo WDA,Bexar,,
Texas,Hyatt Regency Houston,Houston,67,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Quick Weight Loss Centers - Spring Stuebner Rd,Spring,4,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Alsco-Oliver St,Houston,58,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Quick Weight Loss Centers - Katy,Spring,4,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Saint Arnold Brewing Co.,Houston,135,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Hyatt Regency Houston Galeria,Houston,110,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Quick Weight Loss Centers - Pearland,Webster,4,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Quick Weight Loss Center - 9000 SW Frwy,Houston,5,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Quick Weight Loss Centers - Westheimer,Houston,4,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Quick Weight Loss Centers - Cypress,Cypress,4,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Quick Weight Loss Centers - Webster,Webster,5,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Quick Weight Loss Centers - 2615 SW Frwy,Houston,4,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Quick Weight Loss Centers - Spring Sawdust,Spring,4,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Quick Weight Loss Centers - Rosenberg,Rosenberg,4,3/25/2020,3/25/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Marriott City Place-Spicewood Village,Spring,73,3/24/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Four Seasons Hotel-Houston,Houston,344,3/24/2020,3/23/2020,,,,Gulf Coast WDA,Harris,,
Texas,Jostens,Denton,142,3/24/2020,3/24/2020,,,,North Central Texas WDA,Denton,,
Texas,Cameron Mitchell Restaurants,Dallas,125,3/24/2020,3/16/2020,,,,Dallas County WDA,Dallas,,
Texas,Autobahn Imports,Ft. Worth,124,3/24/2020,3/31/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Take 5 Department 548,Webster,4,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 511,Irving,7,3/23/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Schulte Companies-Richland Hills,San Antonio,19,3/23/2020,3/16/2020,,,,Alamo WDA,Bexar,,
Texas,Schulte Companies-Loop 1604,San Antonio,13,3/23/2020,3/16/2020,,,,Alamo WDA,Bexar,,
Texas,Schulte Companies-Navarro St.,San Antonio,21,3/23/2020,3/16/2020,,,,Alamo WDA,Bexar,,
Texas,Schulte Companies-Houston,Houston,18,3/23/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Schulte Companies-Dallas,Dallas,2,3/23/2020,3/16/2020,,,,Dallas County WDA,Dallas,,
Texas,Schulte Companies-E. Houston,San Antonio,22,3/23/2020,3/16/2020,,,,Alamo WDA,Bexar,,
Texas,Schulte Companies-Cinema Ridge,San Antonio,19,3/23/2020,3/16/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 527,Dallas,7,3/23/2020,3/23/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Department 512,Irving,5,3/23/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Department 51,Garland,7,3/23/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Department 203,Garland,3,3/23/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Department 204,Fort Worth,8,3/23/2020,3/22/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Take 5 Department 533,Sachse,6,3/23/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Department 107,Huntsville,4,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Walker,,
Texas,Hilton Houston Galeria,Houston,35,3/23/2020,3/19/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 558,Houston,4,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 560,Houston,3,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 561,Humble,6,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 562,Channelview,6,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 608,Houston,3,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 101,Spring,5,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 566,Houston,3,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 109,College Station,4,3/23/2020,3/22/2020,,,,Brazos Valley WDA,Brazos,,
Texas,Take 5 Department 117,Missouri City,7,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Take 5 Department 507,Hudson Oaks,2,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Parker,,
Texas,Take 5 Department 540,Houston,3,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 541,Houston,7,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 103,Pasadena,4,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 543,Houston,4,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Dyn365 dba Restaurant365,Austin,95,3/23/2020,3/27/2020,,,,Capital Area WDA,Travis,,
Texas,Collegiate Hotel Group,Dallas,35,3/23/2020,3/16/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Department 171,San Antonio,4,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 173,San Antonio,5,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 174,San Antonio,6,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 176,San Antonio,4,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 557,Houston,3,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Alsco - Houston,Houston,128,3/23/2020,3/26/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Hard Rock Café,Houston,39,3/23/2020,3/27/2020,,,,Gulf Coast WDA,Harris,,
Texas,Maines Paper & Food Service,Terrell,41,3/23/2020,3/19/2020,,,,North Central Texas WDA,Kaufman,,
Texas,Take 5 Department 82,Houston,4,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 81,Houston,9,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 83,Spring,5,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Montgomery,,
Texas,Take 5 Department 86,Houston,5,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 97,Cypress,6,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Cantina Del Rio,New Braunfels,52,3/23/2020,3/19/2020,,,,Alamo WDA,Comal,,
Texas,Take 5 Department 431,Lake Worth,6,3/23/2020,3/22/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Take 5 Department 245,Houston,6,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 246,Hale Center,6,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Hale,,
Texas,Take 5 Department 253,Houston,5,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 414,La Porte,3,3/23/2020,3/23/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 415,Houston,3,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 104,Spring,5,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Montgomery,,
Texas,Take 5 Deaprtment 427,Houston,4,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Take 5 Department 233,Pearland,6,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Brazoria,,
Texas,Take 5 Department 555,Katy,7,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Take 5 Department 556,Houston,6,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 564,Crosby,5,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 565,League City,5,3/23/2020,3/23/2020,,,,Gulf Coast WDA,Galveston,,
Texas,Take 5 Department 64,Dallas,8,3/23/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Department 66,Mesquite,9,3/23/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Department 416,Tomball,7,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 172,San Antonio,2,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 73,Duncanville,5,3/23/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Department 542,Katy,4,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 544,Humble,9,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 545,Houston,3,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 547,Deer Park,5,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 105,Spring,6,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Montgomery,,
Texas,Take 5 Department 238,Missouri City,4,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Eviti Gaming Headquarters,Austin,183,3/23/2020,3/23/2020,,,,Capital Area WDA,Travis,,
Texas,Take 5 Department 235,Houston,6,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 205,Houston,6,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 217,Pasadena,4,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 226,Conroe,3,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Montgomery,,
Texas,Take 5 Department 230,Pasadena,2,3/23/2020,3/23/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 231,Baytown,9,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 106,Conroe,4,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Montgomery,,
Texas,Eveti Production Facility,Austin,48,3/23/2020,3/23/2020,,,,Capital Area WDA,Travis,,
Texas,Hooters - Beltline Rd.,Addison,36,3/23/2020,3/16/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Department 549,Rosenberg,3,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Hooters - Ingram Rd.,San Antonio,59,3/23/2020,3/16/2020,,,,Alamo WDA,Bexar,,
Texas,Hooters - San Pedro,San Antonio,46,3/23/2020,3/16/2020,,,,Alamo WDA,Bexar,,
Texas,Hooters - Commerce St.,San Antonio,35,3/23/2020,3/16/2020,,,,Alamo WDA,Bexar,,
Texas,Hooters - Selma,Selma,36,3/23/2020,3/16/2020,,,,Alamo WDA,Bexar,,
Texas,Hooters - Rudder Fwy,Bryan,53,3/23/2020,3/16/2020,,,,Brazos Valley WDA,Brazos,,
Texas,Hooters - Bass Pro Dr.,Harlingen,61,3/23/2020,3/16/2020,,,,Cameron County WDA,Cameron,,
Texas,Take 5 Department 530,Murphy,8,3/23/2020,3/22/2020,,,,North Central Texas WDA,Collin,,
Texas,Hooters - S. Padre Island Dr,Corpus Christi,51,3/23/2020,3/16/2020,,,,Coastal Bend WDA,Nueces,,
Texas,Hooters - Wurbach Rd.,San Antonio,40,3/23/2020,3/16/2020,,,,Alamo WDA,Bexar,,
Texas,Hooters - N. Lamar,Dallas,80,3/23/2020,3/16/2020,,,,Dallas County WDA,Dallas,,
Texas,Hooters - N. Bass Pro Dr.,Garland,42,3/23/2020,3/16/2020,,,,Dallas County WDA,Dallas,,
Texas,Hooters - IH 20 West,Grand Prairie,66,3/23/2020,3/16/2020,,,,Dallas County WDA,Dallas,,
Texas,Hooters - N. Beltline,Irving,50,3/23/2020,3/16/2020,,,,Dallas County WDA,Dallas,,
Texas,Hooters - Market Place Blvd.,Irving,36,3/23/2020,3/16/2020,,,,Dallas County WDA,Dallas,,
Texas,Hooters - Towne Crossing Blvd.,Mesquite,58,3/23/2020,3/16/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Department 184,San Antonio,5,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Hooters - Sherwood Way,San Angelo,47,3/23/2020,3/13/2020,,,,Concho Valley WDA,Tom Green,,
Texas,Take 5 Department 194,Schertz,6,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 185,Universal City,7,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 186,Live Oak,5,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 187,Converse,4,3/23/2020,,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 188,San Antonio,4,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 189,New Braunfels,8,3/23/2020,3/22/2020,,,,Alamo WDA,Comal,,
Texas,Take 5 Department 190,San Antonio,5,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 191,San Antonio,6,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 49,Dallas,5,3/23/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Department 193,Canyon Lake,9,3/23/2020,3/22/2020,,,,Alamo WDA,Comal,,
Texas,Hooters - Heards Ln.,Galveston,63,3/23/2020,3/16/2020,,,,Gulf Coast WDA,Galveston,,
Texas,Take 5 Department 195,Boerne,1,3/23/2020,3/22/2020,,,,Alamo WDA,Kendall,,
Texas,Take 5 Department 196,San Antonio,6,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 197,Helotes,5,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 505,Burleson,3,3/23/2020,3/22/2020,,,,North Central Texas WDA,Johnson,,
Texas,Hooters,Kirby,52,3/23/2020,3/16/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 506,Cedar Hill,5,3/23/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Department 509,Mineral Wells,5,3/23/2020,3/22/2020,,,,North Central Texas WDA,Palo Pinto,,
Texas,Take 5 Department 192,San Antonio,5,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Hooters - Preston Rd.,Frisco,26,3/23/2020,3/16/2020,,,,North Central Texas WDA,Collin,,
Texas,Hooters - FM 1960,Houston,28,3/23/2020,3/31/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Hooters - SW Blvd.,Fort Worth,20,3/23/2020,3/16/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Hooters - Throckmorton,Fort Worth,50,3/23/2020,3/16/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Hooters - Crossroads,Grapevine,49,3/23/2020,3/16/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Hooters - Grapevine Hwy,Richland Hills,50,3/23/2020,3/16/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Hooters - Sunmount,El Paso,75,3/23/2020,3/16/2020,,,,Borderplexjobs WDA,El Paso,,
Texas,Hooters - State Line,Texarkana,33,3/23/2020,3/16/2020,,,,North East Texas WDA,Bowie,,
Texas,Hooters - N. Collins,Arlington,64,3/23/2020,3/16/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Hooters - Uptown,Cedar Hill,45,3/23/2020,3/16/2020,,,,North Central Texas WDA,Dallas,,
Texas,Hooters - Overland Trl,Abilene,40,3/23/2020,3/16/2020,,,,West Central WDA,Jones,,
Texas,Hooters - Plano,Plano,36,3/23/2020,3/16/2020,,,,North Central Texas WDA,Collin,,
Texas,Hooters - Call Field Rd.,Wichita Falls,31,3/23/2020,3/16/2020,,,,North Texas WDA,Archer,,
Texas,Hooters - Denton,Denton,54,3/23/2020,3/16/2020,,,,North Central Texas WDA,Denton,,
Texas,Hooters - S. Stemmons,Lewisville,51,3/23/2020,3/16/2020,,,,North Central Texas WDA,Denton,,
Texas,Hooters - N. Central Exwy,McKinney,37,3/23/2020,3/16/2020,,,,North Central Texas WDA,Collin,,
Texas,Alsco-Center Branch,Houston,1,3/23/2020,4/6/2020,,,,Gulf Coast WDA,Harris,,
Texas,Holiday Inn-Austin,Austin,67,3/23/2020,3/23/2020,,,,Capital Area WDA,Travis,,
Texas,Hooters - East Expressway,McAllen,50,3/23/2020,3/16/2020,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Hooters - Jack Kultgen Fwy,Waco,36,3/23/2020,3/16/2020,,,,Heart of Texas WDA,McLennan,,
Texas,Hooters - Tombail Fwy,Houston,37,3/23/2020,3/16/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Hooters - Katy Fwy,Katy,531,3/23/2020,3/16/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Hooters - Hwy 59 North,Humble,53,3/23/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Hooters - Sam Houston,Pasadena,62,3/23/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Hooters - South Fwy,Pearland,51,3/23/2020,3/16/2020,,,,Gulf Coast WDA,Brazoria,,
Texas,Hooters - NASA Rd.,Seabrook,44,3/23/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Hooters - Gulf Fwy,Webster,46,3/23/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Hooters - West I-20,Arlington,60,3/23/2020,3/16/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Take 5 Department 110,Bryan,4,3/23/2020,3/22/2020,,,,Brazos Valley WDA,Brazos,,
Texas,Hooters - 4710 I-0 East,Baytown,46,3/23/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Hooters - 40 West,Amarillo,47,3/23/2020,3/16/2020,,,,Panhandle WDA,Potter,,
Texas,Hooters - S.W. Fwy,Stafford,45,3/23/2020,3/16/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Hooters - 850 I-10,Beaumont,37,3/23/2020,3/16/2020,,,,South East Texas WDA,Jefferson,,
Texas,Hooters - San Bernardo,Laredo,39,3/23/2020,3/16/2020,,,,South Texas WDA,Webb,,
Texas,Hooters - John Ben Shepperd Pkwy.,Odessa,69,3/23/2020,3/16/2020,,,,Permian Basin WDA,Ector,,
Texas,Hooters - 27001 H35,Round Rock,80,3/23/2020,3/16/2020,,,,Rural Capital WDA,Williamson,,
Texas,Hooters - San Marcos,San Marcos,61,3/23/2020,3/16/2020,,,,Rural Capital WDA,Hays,,
Texas,Houston Marriott Westchase,Houston,175,3/23/2020,3/20/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 503,Burleson,3,3/23/2020,3/22/2020,,,,Tarrant County WDA,Johnson,,
Texas,Tske 5 Department 510,Bedford,3,3/23/2020,3/22/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Take 5 Department 435,Saginaw,7,3/23/2020,3/23/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Take 5 Department 436,Magnolia,3,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Montgomery,,
Texas,Take 5 Department 441,Lubbock,5,3/23/2020,3/22/2020,,,,South Plains WDA,Lubbock,,
Texas,Take 5 Department 442,Lubbock,10,3/23/2020,3/22/2020,,,,South Plains WDA,Lubbock,,
Texas,Take 5 Department 444,Lubbock,6,3/23/2020,3/22/2020,,,,South Plains WDA,Lubbock,,
Texas,Take 5 Department 433,Tomball,4,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 502,Arlington,4,3/23/2020,3/22/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Take 5 Department 425,Fort Worth,9,3/23/2020,3/22/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Take 5 Department 57,Dallas,5,3/23/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Chalk Mountain Services of Texas LLC,Kermit,46,3/23/2020,3/23/2020,,,,Permian Basin WDA,Winkler,,
Texas,Take 5 Department 61,Dallas,7,3/23/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Department 500,Aledo,3,3/23/2020,3/22/2020,,,,North Central Texas WDA,Parker,,
Texas,Rabalais I & E,Texas City,110,3/23/2020,3/23/2020,,,,Gulf Coast WDA,Galveston,,
Texas,US Steel Tubular - Lone Star Tubualr,Lone Star,593,3/23/2020,5/24/2020,,,,North East Texas WDA,Morris,,
Texas,OTG Management,Houston,353,3/23/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 501,Arlington,4,3/23/2020,3/22/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Take 5 Department 206,Pflugerville,7,3/23/2020,3/22/2020,,,,Capital Area WDA,Travis,,
Texas,Take 5 Department 58,Dallas,8,3/23/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Hooters - Hwy 6 South,Houston,31,3/23/2020,3/16/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Take 5 Department 183,San Antonio,5,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 62,Garland,6,3/23/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Deaprtment 63,Dallas,8,3/23/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Department 68,Richardson,5,3/23/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Take 5 Department 554,Katy,6,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 96,Fort Worth,8,3/23/2020,3/22/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Chalk Montain Services of Texas LLC - Pleasanton,Pleasanton,219,3/23/2020,4/6/2020,,,,Alamo WDA,Atascosa,,
Texas,Take 5 Department 209,San Marcos,8,3/23/2020,3/22/2020,,,,Rural Capital WDA,Hays,,
Texas,Take 5 Department 212,Temple,3,3/23/2020,3/22/2020,,,,Central Texas WDA,Bell,,
Texas,Take 5 Department 276,Killeen,8,3/23/2020,3/22/2020,,,,Central Texas WDA,Bell,,
Texas,Take 5 Department 241,Austin,5,3/23/2020,3/22/2020,,,,Capital Area WDA,Travis,,
Texas,Take 5 Department 244,Austin,7,3/23/2020,3/22/2020,,,,Capital Area WDA,Travis,,
Texas,Take 5 Department 405,San Antonio,4,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 421,Plano,6,3/23/2020,3/22/2020,,,,North Central Texas WDA,Collin,,
Texas,Take 5 Department 79,Spring,3,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 550,Houston,4,3/23/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Take 5 Department 598,Amarillo,4,3/23/2020,3/22/2020,,,,Panhandle WDA,Potter,,
Texas,Take 5 Department 513,Andrews,3,3/23/2020,3/22/2020,,,,Permian Basin WDA,Andrews,,
Texas,Take 5 Department 70,Plano,6,3/23/2020,3/22/2020,,,,North Central Texas WDA,Denton,,
Texas,Take 5 Department 504,Burleson,6,3/23/2020,3/22/2020,,,,North Central Texas WDA,Johnson,,
Texas,Take 5 Department 72,Texarkana,4,3/23/2020,3/22/2020,,,,North East Texas WDA,Bowie,,
Texas,Take 5 Department 208,Lewisville,4,3/23/2020,3/22/2020,,,,North Central Texas WDA,Denton,,
Texas,Take 5 Department 202,San Marcos,6,3/23/2020,3/22/2020,,,,Rural Capital WDA,Hays,,
Texas,Take 5 Department 596,San Antonio,3,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 201,San Antonio,4,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Take 5 Department 69,Plano,4,3/23/2020,3/22/2020,,,,North Central Texas WDA,Denton,,
Texas,Take 5 Department 177,San Antonio,5,3/23/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,America's Auto Auction,Conroe,17,3/23/2020,3/17/2020,,,,Gulf Coast WDA,Montgomery,,
Texas,America's Auto Auction - Almeda-Genoa Rd,Houston,58,3/23/2020,3/17/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,America's Auton Auction - Almed-Genoa Rd.,Irving,10,3/23/2020,3/17/2020,,,,Dallas County WDA,Dallas,,
