,snap,isPartial,region,metroCode
2020-01-05,42.0,False,US-AL,630
2020-01-12,100.0,False,US-AL,630
2020-01-19,48.0,False,US-AL,630
2020-01-26,52.0,False,US-AL,630
2020-02-02,59.0,False,US-AL,630
2020-02-09,45.0,False,US-AL,630
2020-02-16,30.0,False,US-AL,630
2020-02-23,44.0,False,US-AL,630
2020-03-01,53.0,False,US-AL,630
2020-03-08,49.0,False,US-AL,630
2020-03-15,41.0,False,US-AL,630
2020-03-22,90.0,False,US-AL,630
2020-03-29,69.0,False,US-AL,630
2020-04-05,95.0,False,US-AL,630
2020-04-12,64.0,False,US-AL,630
2020-04-19,50.0,False,US-AL,630
2020-04-26,61.0,False,US-AL,630
2020-05-03,79.0,False,US-AL,630
2020-05-10,58.0,False,US-AL,630
2020-05-17,93.0,False,US-AL,630
2020-05-24,30.0,False,US-AL,630
2020-05-31,73.0,False,US-AL,630
2020-06-07,73.0,False,US-AL,630
2020-06-14,35.0,False,US-AL,630
2020-06-21,45.0,False,US-AL,630
2020-06-28,52.0,False,US-AL,630
2020-07-05,57.0,False,US-AL,630
2020-07-12,46.0,False,US-AL,630
2020-07-19,52.0,False,US-AL,630
2020-07-26,52.0,False,US-AL,630
2020-08-02,62.0,False,US-AL,630
2020-08-09,99.0,False,US-AL,630
2020-08-16,40.0,False,US-AL,630
2020-08-23,33.0,False,US-AL,630
2020-08-30,43.0,False,US-AL,630
2020-09-06,39.0,False,US-AL,630
2020-09-13,42.0,False,US-AL,630
2020-09-20,43.0,False,US-AL,630
2020-09-27,46.0,False,US-AL,630
2020-10-04,31.0,False,US-AL,630
2020-10-11,72.0,False,US-AL,630
2020-10-18,49.0,False,US-AL,630
2020-10-25,57.0,False,US-AL,630
2020-11-01,55.0,False,US-AL,630
2020-11-08,58.0,False,US-AL,630
2020-11-15,77.0,False,US-AL,630
2020-11-22,57.0,False,US-AL,630
2020-11-29,69.0,False,US-AL,630
2020-12-06,32.0,False,US-AL,630
2020-12-13,50.0,False,US-AL,630
2020-12-20,41.0,False,US-AL,630
2020-12-27,55.0,False,US-AL,630
2020-01-05,0.0,False,US-AL,606
2020-01-12,32.0,False,US-AL,606
2020-01-19,34.0,False,US-AL,606
2020-01-26,34.0,False,US-AL,606
2020-02-02,34.0,False,US-AL,606
2020-02-09,34.0,False,US-AL,606
2020-02-16,0.0,False,US-AL,606
2020-02-23,32.0,False,US-AL,606
2020-03-01,0.0,False,US-AL,606
2020-03-08,32.0,False,US-AL,606
2020-03-15,61.0,False,US-AL,606
2020-03-22,30.0,False,US-AL,606
2020-03-29,0.0,False,US-AL,606
2020-04-05,86.0,False,US-AL,606
2020-04-12,28.0,False,US-AL,606
2020-04-19,84.0,False,US-AL,606
2020-04-26,86.0,False,US-AL,606
2020-05-03,0.0,False,US-AL,606
2020-05-10,29.0,False,US-AL,606
2020-05-17,0.0,False,US-AL,606
2020-05-24,59.0,False,US-AL,606
2020-05-31,30.0,False,US-AL,606
2020-06-07,30.0,False,US-AL,606
2020-06-14,62.0,False,US-AL,606
2020-06-21,31.0,False,US-AL,606
2020-06-28,32.0,False,US-AL,606
2020-07-05,67.0,False,US-AL,606
2020-07-12,0.0,False,US-AL,606
2020-07-19,65.0,False,US-AL,606
2020-07-26,0.0,False,US-AL,606
2020-08-02,0.0,False,US-AL,606
2020-08-09,0.0,False,US-AL,606
2020-08-16,67.0,False,US-AL,606
2020-08-23,0.0,False,US-AL,606
2020-08-30,31.0,False,US-AL,606
2020-09-06,65.0,False,US-AL,606
2020-09-13,94.0,False,US-AL,606
2020-09-20,0.0,False,US-AL,606
2020-09-27,0.0,False,US-AL,606
2020-10-04,0.0,False,US-AL,606
2020-10-11,0.0,False,US-AL,606
2020-10-18,35.0,False,US-AL,606
2020-10-25,0.0,False,US-AL,606
2020-11-01,58.0,False,US-AL,606
2020-11-08,35.0,False,US-AL,606
2020-11-15,36.0,False,US-AL,606
2020-11-22,36.0,False,US-AL,606
2020-11-29,0.0,False,US-AL,606
2020-12-06,100.0,False,US-AL,606
2020-12-13,34.0,False,US-AL,606
2020-12-20,0.0,False,US-AL,606
2020-12-27,66.0,False,US-AL,606
2020-01-05,25.0,False,US-AL,691
2020-01-12,56.0,False,US-AL,691
2020-01-19,43.0,False,US-AL,691
2020-01-26,34.0,False,US-AL,691
2020-02-02,41.0,False,US-AL,691
2020-02-09,0.0,False,US-AL,691
2020-02-16,33.0,False,US-AL,691
2020-02-23,40.0,False,US-AL,691
2020-03-01,24.0,False,US-AL,691
2020-03-08,24.0,False,US-AL,691
2020-03-15,55.0,False,US-AL,691
2020-03-22,30.0,False,US-AL,691
2020-03-29,68.0,False,US-AL,691
2020-04-05,51.0,False,US-AL,691
2020-04-12,28.0,False,US-AL,691
2020-04-19,70.0,False,US-AL,691
2020-04-26,51.0,False,US-AL,691
2020-05-03,36.0,False,US-AL,691
2020-05-10,46.0,False,US-AL,691
2020-05-17,38.0,False,US-AL,691
2020-05-24,40.0,False,US-AL,691
2020-05-31,100.0,False,US-AL,691
2020-06-07,47.0,False,US-AL,691
2020-06-14,57.0,False,US-AL,691
2020-06-21,64.0,False,US-AL,691
2020-06-28,57.0,False,US-AL,691
2020-07-05,51.0,False,US-AL,691
2020-07-12,34.0,False,US-AL,691
2020-07-19,50.0,False,US-AL,691
2020-07-26,34.0,False,US-AL,691
2020-08-02,51.0,False,US-AL,691
2020-08-09,50.0,False,US-AL,691
2020-08-16,48.0,False,US-AL,691
2020-08-23,53.0,False,US-AL,691
2020-08-30,38.0,False,US-AL,691
2020-09-06,64.0,False,US-AL,691
2020-09-13,31.0,False,US-AL,691
2020-09-20,8.0,False,US-AL,691
2020-09-27,33.0,False,US-AL,691
2020-10-04,36.0,False,US-AL,691
2020-10-11,28.0,False,US-AL,691
2020-10-18,9.0,False,US-AL,691
2020-10-25,54.0,False,US-AL,691
2020-11-01,53.0,False,US-AL,691
2020-11-08,61.0,False,US-AL,691
2020-11-15,54.0,False,US-AL,691
2020-11-22,18.0,False,US-AL,691
2020-11-29,51.0,False,US-AL,691
2020-12-06,52.0,False,US-AL,691
2020-12-13,26.0,False,US-AL,691
2020-12-20,63.0,False,US-AL,691
2020-12-27,43.0,False,US-AL,691
2020-01-05,0.0,False,US-AL,711
2020-01-12,0.0,False,US-AL,711
2020-01-19,0.0,False,US-AL,711
2020-01-26,0.0,False,US-AL,711
2020-02-02,0.0,False,US-AL,711
2020-02-09,0.0,False,US-AL,711
2020-02-16,0.0,False,US-AL,711
2020-02-23,25.0,False,US-AL,711
2020-03-01,49.0,False,US-AL,711
2020-03-08,56.0,False,US-AL,711
2020-03-15,26.0,False,US-AL,711
2020-03-22,25.0,False,US-AL,711
2020-03-29,100.0,False,US-AL,711
2020-04-05,24.0,False,US-AL,711
2020-04-12,91.0,False,US-AL,711
2020-04-19,23.0,False,US-AL,711
2020-04-26,0.0,False,US-AL,711
2020-05-03,0.0,False,US-AL,711
2020-05-10,0.0,False,US-AL,711
2020-05-17,49.0,False,US-AL,711
2020-05-24,51.0,False,US-AL,711
2020-05-31,24.0,False,US-AL,711
2020-06-07,24.0,False,US-AL,711
2020-06-14,51.0,False,US-AL,711
2020-06-21,74.0,False,US-AL,711
2020-06-28,0.0,False,US-AL,711
2020-07-05,26.0,False,US-AL,711
2020-07-12,53.0,False,US-AL,711
2020-07-19,0.0,False,US-AL,711
2020-07-26,26.0,False,US-AL,711
2020-08-02,26.0,False,US-AL,711
2020-08-09,25.0,False,US-AL,711
2020-08-16,0.0,False,US-AL,711
2020-08-23,0.0,False,US-AL,711
2020-08-30,0.0,False,US-AL,711
2020-09-06,51.0,False,US-AL,711
2020-09-13,0.0,False,US-AL,711
2020-09-20,0.0,False,US-AL,711
2020-09-27,0.0,False,US-AL,711
2020-10-04,25.0,False,US-AL,711
2020-10-11,28.0,False,US-AL,711
2020-10-18,29.0,False,US-AL,711
2020-10-25,26.0,False,US-AL,711
2020-11-01,23.0,False,US-AL,711
2020-11-08,0.0,False,US-AL,711
2020-11-15,53.0,False,US-AL,711
2020-11-22,0.0,False,US-AL,711
2020-11-29,0.0,False,US-AL,711
2020-12-06,0.0,False,US-AL,711
2020-12-13,0.0,False,US-AL,711
2020-12-20,0.0,False,US-AL,711
2020-12-27,53.0,False,US-AL,711
2020-01-05,38.0,False,US-AL,686
2020-01-12,73.0,False,US-AL,686
2020-01-19,15.0,False,US-AL,686
2020-01-26,45.0,False,US-AL,686
2020-02-02,22.0,False,US-AL,686
2020-02-09,66.0,False,US-AL,686
2020-02-16,38.0,False,US-AL,686
2020-02-23,22.0,False,US-AL,686
2020-03-01,57.0,False,US-AL,686
2020-03-08,14.0,False,US-AL,686
2020-03-15,56.0,False,US-AL,686
2020-03-22,70.0,False,US-AL,686
2020-03-29,95.0,False,US-AL,686
2020-04-05,47.0,False,US-AL,686
2020-04-12,71.0,False,US-AL,686
2020-04-19,63.0,False,US-AL,686
2020-04-26,79.0,False,US-AL,686
2020-05-03,75.0,False,US-AL,686
2020-05-10,72.0,False,US-AL,686
2020-05-17,39.0,False,US-AL,686
2020-05-24,73.0,False,US-AL,686
2020-05-31,90.0,False,US-AL,686
2020-06-07,59.0,False,US-AL,686
2020-06-14,73.0,False,US-AL,686
2020-06-21,99.0,False,US-AL,686
2020-06-28,33.0,False,US-AL,686
2020-07-05,41.0,False,US-AL,686
2020-07-12,62.0,False,US-AL,686
2020-07-19,62.0,False,US-AL,686
2020-07-26,63.0,False,US-AL,686
2020-08-02,21.0,False,US-AL,686
2020-08-09,71.0,False,US-AL,686
2020-08-16,22.0,False,US-AL,686
2020-08-23,34.0,False,US-AL,686
2020-08-30,68.0,False,US-AL,686
2020-09-06,42.0,False,US-AL,686
2020-09-13,49.0,False,US-AL,686
2020-09-20,100.0,False,US-AL,686
2020-09-27,99.0,False,US-AL,686
2020-10-04,95.0,False,US-AL,686
2020-10-11,24.0,False,US-AL,686
2020-10-18,41.0,False,US-AL,686
2020-10-25,74.0,False,US-AL,686
2020-11-01,28.0,False,US-AL,686
2020-11-08,32.0,False,US-AL,686
2020-11-15,73.0,False,US-AL,686
2020-11-22,95.0,False,US-AL,686
2020-11-29,92.0,False,US-AL,686
2020-12-06,86.0,False,US-AL,686
2020-12-13,56.0,False,US-AL,686
2020-12-20,76.0,False,US-AL,686
2020-12-27,90.0,False,US-AL,686
2020-01-05,0.0,False,US-AL,698
2020-01-12,30.0,False,US-AL,698
2020-01-19,16.0,False,US-AL,698
2020-01-26,40.0,False,US-AL,698
2020-02-02,65.0,False,US-AL,698
2020-02-09,20.0,False,US-AL,698
2020-02-16,61.0,False,US-AL,698
2020-02-23,15.0,False,US-AL,698
2020-03-01,0.0,False,US-AL,698
2020-03-08,47.0,False,US-AL,698
2020-03-15,79.0,False,US-AL,698
2020-03-22,59.0,False,US-AL,698
2020-03-29,15.0,False,US-AL,698
2020-04-05,68.0,False,US-AL,698
2020-04-12,81.0,False,US-AL,698
2020-04-19,27.0,False,US-AL,698
2020-04-26,100.0,False,US-AL,698
2020-05-03,42.0,False,US-AL,698
2020-05-10,43.0,False,US-AL,698
2020-05-17,0.0,False,US-AL,698
2020-05-24,74.0,False,US-AL,698
2020-05-31,59.0,False,US-AL,698
2020-06-07,43.0,False,US-AL,698
2020-06-14,59.0,False,US-AL,698
2020-06-21,30.0,False,US-AL,698
2020-06-28,31.0,False,US-AL,698
2020-07-05,31.0,False,US-AL,698
2020-07-12,31.0,False,US-AL,698
2020-07-19,46.0,False,US-AL,698
2020-07-26,64.0,False,US-AL,698
2020-08-02,16.0,False,US-AL,698
2020-08-09,45.0,False,US-AL,698
2020-08-16,60.0,False,US-AL,698
2020-08-23,73.0,False,US-AL,698
2020-08-30,14.0,False,US-AL,698
2020-09-06,30.0,False,US-AL,698
2020-09-13,72.0,False,US-AL,698
2020-09-20,43.0,False,US-AL,698
2020-09-27,31.0,False,US-AL,698
2020-10-04,47.0,False,US-AL,698
2020-10-11,33.0,False,US-AL,698
2020-10-18,17.0,False,US-AL,698
2020-10-25,53.0,False,US-AL,698
2020-11-01,0.0,False,US-AL,698
2020-11-08,33.0,False,US-AL,698
2020-11-15,69.0,False,US-AL,698
2020-11-22,85.0,False,US-AL,698
2020-11-29,16.0,False,US-AL,698
2020-12-06,32.0,False,US-AL,698
2020-12-13,50.0,False,US-AL,698
2020-12-20,54.0,False,US-AL,698
2020-12-27,33.0,False,US-AL,698
2020-01-05,22.0,False,US-AK,743
2020-01-12,43.0,False,US-AK,743
2020-01-19,11.0,False,US-AK,743
2020-01-26,32.0,False,US-AK,743
2020-02-02,0.0,False,US-AK,743
2020-02-09,0.0,False,US-AK,743
2020-02-16,22.0,False,US-AK,743
2020-02-23,52.0,False,US-AK,743
2020-03-01,21.0,False,US-AK,743
2020-03-08,42.0,False,US-AK,743
2020-03-15,10.0,False,US-AK,743
2020-03-22,18.0,False,US-AK,743
2020-03-29,26.0,False,US-AK,743
2020-04-05,44.0,False,US-AK,743
2020-04-12,25.0,False,US-AK,743
2020-04-19,17.0,False,US-AK,743
2020-04-26,18.0,False,US-AK,743
2020-05-03,36.0,False,US-AK,743
2020-05-10,19.0,False,US-AK,743
2020-05-17,19.0,False,US-AK,743
2020-05-24,10.0,False,US-AK,743
2020-05-31,39.0,False,US-AK,743
2020-06-07,30.0,False,US-AK,743
2020-06-14,30.0,False,US-AK,743
2020-06-21,20.0,False,US-AK,743
2020-06-28,21.0,False,US-AK,743
2020-07-05,30.0,False,US-AK,743
2020-07-12,41.0,False,US-AK,743
2020-07-19,10.0,False,US-AK,743
2020-07-26,10.0,False,US-AK,743
2020-08-02,10.0,False,US-AK,743
2020-08-09,32.0,False,US-AK,743
2020-08-16,10.0,False,US-AK,743
2020-08-23,59.0,False,US-AK,743
2020-08-30,51.0,False,US-AK,743
2020-09-06,41.0,False,US-AK,743
2020-09-13,100.0,False,US-AK,743
2020-09-20,31.0,False,US-AK,743
2020-09-27,0.0,False,US-AK,743
2020-10-04,11.0,False,US-AK,743
2020-10-11,37.0,False,US-AK,743
2020-10-18,23.0,False,US-AK,743
2020-10-25,49.0,False,US-AK,743
2020-11-01,18.0,False,US-AK,743
2020-11-08,46.0,False,US-AK,743
2020-11-15,12.0,False,US-AK,743
2020-11-22,12.0,False,US-AK,743
2020-11-29,47.0,False,US-AK,743
2020-12-06,24.0,False,US-AK,743
2020-12-13,36.0,False,US-AK,743
2020-12-20,13.0,False,US-AK,743
2020-12-27,48.0,False,US-AK,743
2020-01-05,0.0,False,US-AK,745
2020-01-12,0.0,False,US-AK,745
2020-01-19,34.0,False,US-AK,745
2020-01-26,66.0,False,US-AK,745
2020-02-02,0.0,False,US-AK,745
2020-02-09,33.0,False,US-AK,745
2020-02-16,0.0,False,US-AK,745
2020-02-23,0.0,False,US-AK,745
2020-03-01,0.0,False,US-AK,745
2020-03-08,32.0,False,US-AK,745
2020-03-15,0.0,False,US-AK,745
2020-03-22,59.0,False,US-AK,745
2020-03-29,0.0,False,US-AK,745
2020-04-05,55.0,False,US-AK,745
2020-04-12,27.0,False,US-AK,745
2020-04-19,0.0,False,US-AK,745
2020-04-26,86.0,False,US-AK,745
2020-05-03,29.0,False,US-AK,745
2020-05-10,30.0,False,US-AK,745
2020-05-17,33.0,False,US-AK,745
2020-05-24,33.0,False,US-AK,745
2020-05-31,32.0,False,US-AK,745
2020-06-07,0.0,False,US-AK,745
2020-06-14,65.0,False,US-AK,745
2020-06-21,100.0,False,US-AK,745
2020-06-28,67.0,False,US-AK,745
2020-07-05,0.0,False,US-AK,745
2020-07-12,33.0,False,US-AK,745
2020-07-19,0.0,False,US-AK,745
2020-07-26,34.0,False,US-AK,745
2020-08-02,0.0,False,US-AK,745
2020-08-09,0.0,False,US-AK,745
2020-08-16,0.0,False,US-AK,745
2020-08-23,0.0,False,US-AK,745
2020-08-30,0.0,False,US-AK,745
2020-09-06,0.0,False,US-AK,745
2020-09-13,62.0,False,US-AK,745
2020-09-20,33.0,False,US-AK,745
2020-09-27,0.0,False,US-AK,745
2020-10-04,0.0,False,US-AK,745
2020-10-11,0.0,False,US-AK,745
2020-10-18,77.0,False,US-AK,745
2020-10-25,0.0,False,US-AK,745
2020-11-01,0.0,False,US-AK,745
2020-11-08,37.0,False,US-AK,745
2020-11-15,0.0,False,US-AK,745
2020-11-22,0.0,False,US-AK,745
2020-11-29,0.0,False,US-AK,745
2020-12-06,0.0,False,US-AK,745
2020-12-13,39.0,False,US-AK,745
2020-12-20,0.0,False,US-AK,745
2020-12-27,0.0,False,US-AK,745
2020-01-05,0.0,False,US-AK,747
2020-01-12,0.0,False,US-AK,747
2020-01-19,0.0,False,US-AK,747
2020-01-26,82.0,False,US-AK,747
2020-02-02,0.0,False,US-AK,747
2020-02-09,89.0,False,US-AK,747
2020-02-16,0.0,False,US-AK,747
2020-02-23,0.0,False,US-AK,747
2020-03-01,0.0,False,US-AK,747
2020-03-08,0.0,False,US-AK,747
2020-03-15,0.0,False,US-AK,747
2020-03-22,0.0,False,US-AK,747
2020-03-29,0.0,False,US-AK,747
2020-04-05,71.0,False,US-AK,747
2020-04-12,0.0,False,US-AK,747
2020-04-19,74.0,False,US-AK,747
2020-04-26,69.0,False,US-AK,747
2020-05-03,0.0,False,US-AK,747
2020-05-10,0.0,False,US-AK,747
2020-05-17,82.0,False,US-AK,747
2020-05-24,0.0,False,US-AK,747
2020-05-31,0.0,False,US-AK,747
2020-06-07,0.0,False,US-AK,747
2020-06-14,0.0,False,US-AK,747
2020-06-21,0.0,False,US-AK,747
2020-06-28,0.0,False,US-AK,747
2020-07-05,0.0,False,US-AK,747
2020-07-12,0.0,False,US-AK,747
2020-07-19,0.0,False,US-AK,747
2020-07-26,0.0,False,US-AK,747
2020-08-02,0.0,False,US-AK,747
2020-08-09,0.0,False,US-AK,747
2020-08-16,0.0,False,US-AK,747
2020-08-23,0.0,False,US-AK,747
2020-08-30,0.0,False,US-AK,747
2020-09-06,0.0,False,US-AK,747
2020-09-13,0.0,False,US-AK,747
2020-09-20,0.0,False,US-AK,747
2020-09-27,0.0,False,US-AK,747
2020-10-04,0.0,False,US-AK,747
2020-10-11,0.0,False,US-AK,747
2020-10-18,0.0,False,US-AK,747
2020-10-25,0.0,False,US-AK,747
2020-11-01,0.0,False,US-AK,747
2020-11-08,0.0,False,US-AK,747
2020-11-15,0.0,False,US-AK,747
2020-11-22,100.0,False,US-AK,747
2020-11-29,96.0,False,US-AK,747
2020-12-06,0.0,False,US-AK,747
2020-12-13,0.0,False,US-AK,747
2020-12-20,0.0,False,US-AK,747
2020-12-27,0.0,False,US-AK,747
2020-01-05,38.0,False,US-AZ,753
2020-01-12,81.0,False,US-AZ,753
2020-01-19,53.0,False,US-AZ,753
2020-01-26,63.0,False,US-AZ,753
2020-02-02,85.0,False,US-AZ,753
2020-02-09,66.0,False,US-AZ,753
2020-02-16,70.0,False,US-AZ,753
2020-02-23,60.0,False,US-AZ,753
2020-03-01,54.0,False,US-AZ,753
2020-03-08,59.0,False,US-AZ,753
2020-03-15,56.0,False,US-AZ,753
2020-03-22,63.0,False,US-AZ,753
2020-03-29,78.0,False,US-AZ,753
2020-04-05,100.0,False,US-AZ,753
2020-04-12,59.0,False,US-AZ,753
2020-04-19,59.0,False,US-AZ,753
2020-04-26,71.0,False,US-AZ,753
2020-05-03,57.0,False,US-AZ,753
2020-05-10,63.0,False,US-AZ,753
2020-05-17,63.0,False,US-AZ,753
2020-05-24,70.0,False,US-AZ,753
2020-05-31,52.0,False,US-AZ,753
2020-06-07,91.0,False,US-AZ,753
2020-06-14,52.0,False,US-AZ,753
2020-06-21,62.0,False,US-AZ,753
2020-06-28,61.0,False,US-AZ,753
2020-07-05,82.0,False,US-AZ,753
2020-07-12,83.0,False,US-AZ,753
2020-07-19,61.0,False,US-AZ,753
2020-07-26,54.0,False,US-AZ,753
2020-08-02,61.0,False,US-AZ,753
2020-08-09,73.0,False,US-AZ,753
2020-08-16,47.0,False,US-AZ,753
2020-08-23,49.0,False,US-AZ,753
2020-08-30,58.0,False,US-AZ,753
2020-09-06,65.0,False,US-AZ,753
2020-09-13,68.0,False,US-AZ,753
2020-09-20,77.0,False,US-AZ,753
2020-09-27,82.0,False,US-AZ,753
2020-10-04,45.0,False,US-AZ,753
2020-10-11,90.0,False,US-AZ,753
2020-10-18,52.0,False,US-AZ,753
2020-10-25,66.0,False,US-AZ,753
2020-11-01,57.0,False,US-AZ,753
2020-11-08,56.0,False,US-AZ,753
2020-11-15,60.0,False,US-AZ,753
2020-11-22,59.0,False,US-AZ,753
2020-11-29,54.0,False,US-AZ,753
2020-12-06,72.0,False,US-AZ,753
2020-12-13,64.0,False,US-AZ,753
2020-12-20,38.0,False,US-AZ,753
2020-12-27,70.0,False,US-AZ,753
2020-01-05,21.0,False,US-AZ,789
2020-01-12,70.0,False,US-AZ,789
2020-01-19,71.0,False,US-AZ,789
2020-01-26,61.0,False,US-AZ,789
2020-02-02,79.0,False,US-AZ,789
2020-02-09,68.0,False,US-AZ,789
2020-02-16,77.0,False,US-AZ,789
2020-02-23,19.0,False,US-AZ,789
2020-03-01,66.0,False,US-AZ,789
2020-03-08,48.0,False,US-AZ,789
2020-03-15,37.0,False,US-AZ,789
2020-03-22,54.0,False,US-AZ,789
2020-03-29,61.0,False,US-AZ,789
2020-04-05,61.0,False,US-AZ,789
2020-04-12,79.0,False,US-AZ,789
2020-04-19,69.0,False,US-AZ,789
2020-04-26,61.0,False,US-AZ,789
2020-05-03,61.0,False,US-AZ,789
2020-05-10,80.0,False,US-AZ,789
2020-05-17,47.0,False,US-AZ,789
2020-05-24,57.0,False,US-AZ,789
2020-05-31,100.0,False,US-AZ,789
2020-06-07,55.0,False,US-AZ,789
2020-06-14,75.0,False,US-AZ,789
2020-06-21,48.0,False,US-AZ,789
2020-06-28,97.0,False,US-AZ,789
2020-07-05,80.0,False,US-AZ,789
2020-07-12,50.0,False,US-AZ,789
2020-07-19,51.0,False,US-AZ,789
2020-07-26,72.0,False,US-AZ,789
2020-08-02,59.0,False,US-AZ,789
2020-08-09,19.0,False,US-AZ,789
2020-08-16,66.0,False,US-AZ,789
2020-08-23,37.0,False,US-AZ,789
2020-08-30,84.0,False,US-AZ,789
2020-09-06,29.0,False,US-AZ,789
2020-09-13,47.0,False,US-AZ,789
2020-09-20,57.0,False,US-AZ,789
2020-09-27,81.0,False,US-AZ,789
2020-10-04,64.0,False,US-AZ,789
2020-10-11,12.0,False,US-AZ,789
2020-10-18,57.0,False,US-AZ,789
2020-10-25,46.0,False,US-AZ,789
2020-11-01,26.0,False,US-AZ,789
2020-11-08,74.0,False,US-AZ,789
2020-11-15,42.0,False,US-AZ,789
2020-11-22,41.0,False,US-AZ,789
2020-11-29,66.0,False,US-AZ,789
2020-12-06,66.0,False,US-AZ,789
2020-12-13,99.0,False,US-AZ,789
2020-12-20,45.0,False,US-AZ,789
2020-12-27,77.0,False,US-AZ,789
2020-01-05,32.0,False,US-AR,670
2020-01-12,22.0,False,US-AR,670
2020-01-19,54.0,False,US-AR,670
2020-01-26,60.0,False,US-AR,670
2020-02-02,23.0,False,US-AR,670
2020-02-09,38.0,False,US-AR,670
2020-02-16,30.0,False,US-AR,670
2020-02-23,36.0,False,US-AR,670
2020-03-01,14.0,False,US-AR,670
2020-03-08,14.0,False,US-AR,670
2020-03-15,55.0,False,US-AR,670
2020-03-22,36.0,False,US-AR,670
2020-03-29,81.0,False,US-AR,670
2020-04-05,41.0,False,US-AR,670
2020-04-12,66.0,False,US-AR,670
2020-04-19,46.0,False,US-AR,670
2020-04-26,21.0,False,US-AR,670
2020-05-03,13.0,False,US-AR,670
2020-05-10,61.0,False,US-AR,670
2020-05-17,43.0,False,US-AR,670
2020-05-24,51.0,False,US-AR,670
2020-05-31,81.0,False,US-AR,670
2020-06-07,22.0,False,US-AR,670
2020-06-14,15.0,False,US-AR,670
2020-06-21,31.0,False,US-AR,670
2020-06-28,48.0,False,US-AR,670
2020-07-05,55.0,False,US-AR,670
2020-07-12,41.0,False,US-AR,670
2020-07-19,33.0,False,US-AR,670
2020-07-26,41.0,False,US-AR,670
2020-08-02,49.0,False,US-AR,670
2020-08-09,32.0,False,US-AR,670
2020-08-16,56.0,False,US-AR,670
2020-08-23,36.0,False,US-AR,670
2020-08-30,56.0,False,US-AR,670
2020-09-06,43.0,False,US-AR,670
2020-09-13,42.0,False,US-AR,670
2020-09-20,29.0,False,US-AR,670
2020-09-27,31.0,False,US-AR,670
2020-10-04,16.0,False,US-AR,670
2020-10-11,18.0,False,US-AR,670
2020-10-18,53.0,False,US-AR,670
2020-10-25,61.0,False,US-AR,670
2020-11-01,14.0,False,US-AR,670
2020-11-08,33.0,False,US-AR,670
2020-11-15,43.0,False,US-AR,670
2020-11-22,36.0,False,US-AR,670
2020-11-29,100.0,False,US-AR,670
2020-12-06,67.0,False,US-AR,670
2020-12-13,18.0,False,US-AR,670
2020-12-20,9.0,False,US-AR,670
2020-12-27,88.0,False,US-AR,670
2020-01-05,43.0,False,US-AR,734
2020-01-12,42.0,False,US-AR,734
2020-01-19,22.0,False,US-AR,734
2020-01-26,21.0,False,US-AR,734
2020-02-02,100.0,False,US-AR,734
2020-02-09,64.0,False,US-AR,734
2020-02-16,42.0,False,US-AR,734
2020-02-23,61.0,False,US-AR,734
2020-03-01,0.0,False,US-AR,734
2020-03-08,60.0,False,US-AR,734
2020-03-15,58.0,False,US-AR,734
2020-03-22,0.0,False,US-AR,734
2020-03-29,0.0,False,US-AR,734
2020-04-05,0.0,False,US-AR,734
2020-04-12,55.0,False,US-AR,734
2020-04-19,0.0,False,US-AR,734
2020-04-26,38.0,False,US-AR,734
2020-05-03,38.0,False,US-AR,734
2020-05-10,19.0,False,US-AR,734
2020-05-17,40.0,False,US-AR,734
2020-05-24,21.0,False,US-AR,734
2020-05-31,84.0,False,US-AR,734
2020-06-07,40.0,False,US-AR,734
2020-06-14,44.0,False,US-AR,734
2020-06-21,44.0,False,US-AR,734
2020-06-28,22.0,False,US-AR,734
2020-07-05,23.0,False,US-AR,734
2020-07-12,23.0,False,US-AR,734
2020-07-19,23.0,False,US-AR,734
2020-07-26,23.0,False,US-AR,734
2020-08-02,69.0,False,US-AR,734
2020-08-09,45.0,False,US-AR,734
2020-08-16,23.0,False,US-AR,734
2020-08-23,59.0,False,US-AR,734
2020-08-30,19.0,False,US-AR,734
2020-09-06,21.0,False,US-AR,734
2020-09-13,79.0,False,US-AR,734
2020-09-20,40.0,False,US-AR,734
2020-09-27,21.0,False,US-AR,734
2020-10-04,23.0,False,US-AR,734
2020-10-11,48.0,False,US-AR,734
2020-10-18,49.0,False,US-AR,734
2020-10-25,49.0,False,US-AR,734
2020-11-01,20.0,False,US-AR,734
2020-11-08,23.0,False,US-AR,734
2020-11-15,24.0,False,US-AR,734
2020-11-22,25.0,False,US-AR,734
2020-11-29,22.0,False,US-AR,734
2020-12-06,23.0,False,US-AR,734
2020-12-13,23.0,False,US-AR,734
2020-12-20,24.0,False,US-AR,734
2020-12-27,0.0,False,US-AR,734
2020-01-05,32.0,False,US-AR,693
2020-01-12,22.0,False,US-AR,693
2020-01-19,18.0,False,US-AR,693
2020-01-26,40.0,False,US-AR,693
2020-02-02,49.0,False,US-AR,693
2020-02-09,18.0,False,US-AR,693
2020-02-16,35.0,False,US-AR,693
2020-02-23,39.0,False,US-AR,693
2020-03-01,35.0,False,US-AR,693
2020-03-08,34.0,False,US-AR,693
2020-03-15,46.0,False,US-AR,693
2020-03-22,74.0,False,US-AR,693
2020-03-29,94.0,False,US-AR,693
2020-04-05,100.0,False,US-AR,693
2020-04-12,56.0,False,US-AR,693
2020-04-19,47.0,False,US-AR,693
2020-04-26,69.0,False,US-AR,693
2020-05-03,29.0,False,US-AR,693
