,food bank,isPartial,region,metroCode
2020-06-28,37.0,False,US-HI,881
2020-07-05,13.0,False,US-HI,881
2020-07-12,26.0,False,US-HI,881
2020-07-19,26.0,False,US-HI,881
2020-07-26,52.0,False,US-HI,881
2020-08-02,0.0,False,US-HI,881
2020-08-09,0.0,False,US-HI,881
2020-08-16,25.0,False,US-HI,881
2020-08-23,0.0,False,US-HI,881
2020-08-30,12.0,False,US-HI,881
2020-09-06,24.0,False,US-HI,881
2020-09-13,33.0,False,US-HI,881
2020-09-20,35.0,False,US-HI,881
2020-09-27,13.0,False,US-HI,881
2020-10-04,13.0,False,US-HI,881
2020-10-11,28.0,False,US-HI,881
2020-10-18,28.0,False,US-HI,881
2020-10-25,56.0,False,US-HI,881
2020-11-01,21.0,False,US-HI,881
2020-11-08,13.0,False,US-HI,881
2020-11-15,26.0,False,US-HI,881
2020-11-22,98.0,False,US-HI,881
2020-11-29,26.0,False,US-HI,881
2020-12-06,13.0,False,US-HI,881
2020-12-13,68.0,False,US-HI,881
2020-12-20,30.0,False,US-HI,881
2020-12-27,56.0,False,US-HI,881
2020-01-05,90.0,False,US-HI,760
2020-01-12,0.0,False,US-HI,760
2020-01-19,0.0,False,US-HI,760
2020-01-26,0.0,False,US-HI,760
2020-02-02,0.0,False,US-HI,760
2020-02-09,87.0,False,US-HI,760
2020-02-16,0.0,False,US-HI,760
2020-02-23,0.0,False,US-HI,760
2020-03-01,87.0,False,US-HI,760
2020-03-08,0.0,False,US-HI,760
2020-03-15,77.0,False,US-HI,760
2020-03-22,0.0,False,US-HI,760
2020-03-29,0.0,False,US-HI,760
2020-04-05,0.0,False,US-HI,760
2020-04-12,0.0,False,US-HI,760
2020-04-19,0.0,False,US-HI,760
2020-04-26,0.0,False,US-HI,760
2020-05-03,74.0,False,US-HI,760
2020-05-10,0.0,False,US-HI,760
2020-05-17,0.0,False,US-HI,760
2020-05-24,0.0,False,US-HI,760
2020-05-31,0.0,False,US-HI,760
2020-06-07,0.0,False,US-HI,760
2020-06-14,0.0,False,US-HI,760
2020-06-21,0.0,False,US-HI,760
2020-06-28,0.0,False,US-HI,760
2020-07-05,0.0,False,US-HI,760
2020-07-12,87.0,False,US-HI,760
2020-07-19,0.0,False,US-HI,760
2020-07-26,0.0,False,US-HI,760
2020-08-02,0.0,False,US-HI,760
2020-08-09,93.0,False,US-HI,760
2020-08-16,0.0,False,US-HI,760
2020-08-23,0.0,False,US-HI,760
2020-08-30,87.0,False,US-HI,760
2020-09-06,0.0,False,US-HI,760
2020-09-13,0.0,False,US-HI,760
2020-09-20,0.0,False,US-HI,760
2020-09-27,0.0,False,US-HI,760
2020-10-04,0.0,False,US-HI,760
2020-10-11,100.0,False,US-HI,760
2020-10-18,0.0,False,US-HI,760
2020-10-25,0.0,False,US-HI,760
2020-11-01,0.0,False,US-HI,760
2020-11-08,0.0,False,US-HI,760
2020-11-15,0.0,False,US-HI,760
2020-11-22,0.0,False,US-HI,760
2020-11-29,0.0,False,US-HI,760
2020-12-06,98.0,False,US-HI,760
2020-12-13,97.0,False,US-HI,760
2020-12-20,0.0,False,US-HI,760
2020-12-27,0.0,False,US-HI,760
2020-01-05,0.0,False,US-ID,648
2020-01-12,0.0,False,US-ID,648
2020-01-19,22.0,False,US-ID,648
2020-01-26,22.0,False,US-ID,648
2020-02-02,42.0,False,US-ID,648
2020-02-09,0.0,False,US-ID,648
2020-02-16,21.0,False,US-ID,648
2020-02-23,20.0,False,US-ID,648
2020-03-01,41.0,False,US-ID,648
2020-03-08,20.0,False,US-ID,648
2020-03-15,43.0,False,US-ID,648
2020-03-22,61.0,False,US-ID,648
2020-03-29,61.0,False,US-ID,648
2020-04-05,0.0,False,US-ID,648
2020-04-12,19.0,False,US-ID,648
2020-04-19,97.0,False,US-ID,648
2020-04-26,100.0,False,US-ID,648
2020-05-03,0.0,False,US-ID,648
2020-05-10,61.0,False,US-ID,648
2020-05-17,42.0,False,US-ID,648
2020-05-24,45.0,False,US-ID,648
2020-05-31,21.0,False,US-ID,648
2020-06-07,22.0,False,US-ID,648
2020-06-14,23.0,False,US-ID,648
2020-06-21,0.0,False,US-ID,648
2020-06-28,0.0,False,US-ID,648
2020-07-05,0.0,False,US-ID,648
2020-07-12,24.0,False,US-ID,648
2020-07-19,0.0,False,US-ID,648
2020-07-26,0.0,False,US-ID,648
2020-08-02,0.0,False,US-ID,648
2020-08-09,24.0,False,US-ID,648
2020-08-16,46.0,False,US-ID,648
2020-08-23,0.0,False,US-ID,648
2020-08-30,0.0,False,US-ID,648
2020-09-06,21.0,False,US-ID,648
2020-09-13,20.0,False,US-ID,648
2020-09-20,21.0,False,US-ID,648
2020-09-27,22.0,False,US-ID,648
2020-10-04,0.0,False,US-ID,648
2020-10-11,0.0,False,US-ID,648
2020-10-18,24.0,False,US-ID,648
2020-10-25,49.0,False,US-ID,648
2020-11-01,0.0,False,US-ID,648
2020-11-08,0.0,False,US-ID,648
2020-11-15,47.0,False,US-ID,648
2020-11-22,25.0,False,US-ID,648
2020-11-29,23.0,False,US-ID,648
2020-12-06,47.0,False,US-ID,648
2020-12-13,24.0,False,US-ID,648
2020-12-20,0.0,False,US-ID,648
2020-12-27,25.0,False,US-ID,648
2020-01-05,24.0,False,US-ID,602
2020-01-12,13.0,False,US-ID,602
2020-01-19,21.0,False,US-ID,602
2020-01-26,40.0,False,US-ID,602
2020-02-02,40.0,False,US-ID,602
2020-02-09,32.0,False,US-ID,602
2020-02-16,24.0,False,US-ID,602
2020-02-23,35.0,False,US-ID,602
2020-03-01,23.0,False,US-ID,602
2020-03-08,26.0,False,US-ID,602
2020-03-15,48.0,False,US-ID,602
2020-03-22,45.0,False,US-ID,602
2020-03-29,82.0,False,US-ID,602
2020-04-05,56.0,False,US-ID,602
2020-04-12,82.0,False,US-ID,602
2020-04-19,100.0,False,US-ID,602
2020-04-26,76.0,False,US-ID,602
2020-05-03,47.0,False,US-ID,602
2020-05-10,48.0,False,US-ID,602
2020-05-17,37.0,False,US-ID,602
2020-05-24,36.0,False,US-ID,602
2020-05-31,30.0,False,US-ID,602
2020-06-07,38.0,False,US-ID,602
2020-06-14,40.0,False,US-ID,602
2020-06-21,32.0,False,US-ID,602
2020-06-28,41.0,False,US-ID,602
2020-07-05,33.0,False,US-ID,602
2020-07-12,12.0,False,US-ID,602
2020-07-19,37.0,False,US-ID,602
2020-07-26,37.0,False,US-ID,602
2020-08-02,38.0,False,US-ID,602
2020-08-09,16.0,False,US-ID,602
2020-08-16,20.0,False,US-ID,602
2020-08-23,35.0,False,US-ID,602
2020-08-30,27.0,False,US-ID,602
2020-09-06,15.0,False,US-ID,602
2020-09-13,30.0,False,US-ID,602
2020-09-20,39.0,False,US-ID,602
2020-09-27,45.0,False,US-ID,602
2020-10-04,38.0,False,US-ID,602
2020-10-11,33.0,False,US-ID,602
2020-10-18,28.0,False,US-ID,602
2020-10-25,41.0,False,US-ID,602
2020-11-01,15.0,False,US-ID,602
2020-11-08,26.0,False,US-ID,602
2020-11-15,69.0,False,US-ID,602
2020-11-22,33.0,False,US-ID,602
2020-11-29,44.0,False,US-ID,602
2020-12-06,27.0,False,US-ID,602
2020-12-13,78.0,False,US-ID,602
2020-12-20,59.0,False,US-ID,602
2020-12-27,47.0,False,US-ID,602
2020-01-05,0.0,False,US-ID,682
2020-01-12,0.0,False,US-ID,682
2020-01-19,76.0,False,US-ID,682
2020-01-26,0.0,False,US-ID,682
2020-02-02,0.0,False,US-ID,682
2020-02-09,0.0,False,US-ID,682
2020-02-16,37.0,False,US-ID,682
2020-02-23,0.0,False,US-ID,682
2020-03-01,0.0,False,US-ID,682
2020-03-08,0.0,False,US-ID,682
2020-03-15,0.0,False,US-ID,682
2020-03-22,0.0,False,US-ID,682
2020-03-29,0.0,False,US-ID,682
2020-04-05,100.0,False,US-ID,682
2020-04-12,30.0,False,US-ID,682
2020-04-19,32.0,False,US-ID,682
2020-04-26,33.0,False,US-ID,682
2020-05-03,33.0,False,US-ID,682
2020-05-10,67.0,False,US-ID,682
2020-05-17,0.0,False,US-ID,682
2020-05-24,0.0,False,US-ID,682
2020-05-31,35.0,False,US-ID,682
2020-06-07,36.0,False,US-ID,682
2020-06-14,74.0,False,US-ID,682
2020-06-21,0.0,False,US-ID,682
2020-06-28,0.0,False,US-ID,682
2020-07-05,0.0,False,US-ID,682
2020-07-12,0.0,False,US-ID,682
2020-07-19,0.0,False,US-ID,682
2020-07-26,0.0,False,US-ID,682
2020-08-02,0.0,False,US-ID,682
2020-08-09,0.0,False,US-ID,682
2020-08-16,0.0,False,US-ID,682
2020-08-23,0.0,False,US-ID,682
2020-08-30,0.0,False,US-ID,682
2020-09-06,0.0,False,US-ID,682
2020-09-13,37.0,False,US-ID,682
2020-09-20,37.0,False,US-ID,682
2020-09-27,40.0,False,US-ID,682
2020-10-04,42.0,False,US-ID,682
2020-10-11,0.0,False,US-ID,682
2020-10-18,0.0,False,US-ID,682
2020-10-25,43.0,False,US-ID,682
2020-11-01,35.0,False,US-ID,682
2020-11-08,83.0,False,US-ID,682
2020-11-15,42.0,False,US-ID,682
2020-11-22,41.0,False,US-ID,682
2020-11-29,0.0,False,US-ID,682
2020-12-06,0.0,False,US-ID,682
2020-12-13,42.0,False,US-ID,682
2020-12-20,43.0,False,US-ID,682
2020-12-27,41.0,False,US-ID,682
2020-01-05,0.0,False,US-ID,649
2020-01-12,0.0,False,US-ID,649
2020-01-19,35.0,False,US-ID,649
2020-01-26,0.0,False,US-ID,649
2020-02-02,100.0,False,US-ID,649
2020-02-09,0.0,False,US-ID,649
2020-02-16,33.0,False,US-ID,649
2020-02-23,0.0,False,US-ID,649
2020-03-01,32.0,False,US-ID,649
2020-03-08,0.0,False,US-ID,649
2020-03-15,62.0,False,US-ID,649
2020-03-22,61.0,False,US-ID,649
2020-03-29,0.0,False,US-ID,649
2020-04-05,0.0,False,US-ID,649
2020-04-12,57.0,False,US-ID,649
2020-04-19,0.0,False,US-ID,649
2020-04-26,0.0,False,US-ID,649
2020-05-03,89.0,False,US-ID,649
2020-05-10,30.0,False,US-ID,649
2020-05-17,32.0,False,US-ID,649
2020-05-24,0.0,False,US-ID,649
2020-05-31,66.0,False,US-ID,649
2020-06-07,0.0,False,US-ID,649
2020-06-14,0.0,False,US-ID,649
2020-06-21,0.0,False,US-ID,649
2020-06-28,35.0,False,US-ID,649
2020-07-05,0.0,False,US-ID,649
2020-07-12,0.0,False,US-ID,649
2020-07-19,0.0,False,US-ID,649
2020-07-26,35.0,False,US-ID,649
2020-08-02,0.0,False,US-ID,649
2020-08-09,0.0,False,US-ID,649
2020-08-16,99.0,False,US-ID,649
2020-08-23,0.0,False,US-ID,649
2020-08-30,28.0,False,US-ID,649
2020-09-06,33.0,False,US-ID,649
2020-09-13,32.0,False,US-ID,649
2020-09-20,0.0,False,US-ID,649
2020-09-27,0.0,False,US-ID,649
2020-10-04,0.0,False,US-ID,649
2020-10-11,0.0,False,US-ID,649
2020-10-18,0.0,False,US-ID,649
2020-10-25,77.0,False,US-ID,649
2020-11-01,0.0,False,US-ID,649
2020-11-08,0.0,False,US-ID,649
2020-11-15,0.0,False,US-ID,649
2020-11-22,76.0,False,US-ID,649
2020-11-29,0.0,False,US-ID,649
2020-12-06,0.0,False,US-ID,649
2020-12-13,37.0,False,US-ID,649
2020-12-20,38.0,False,US-ID,649
2020-12-27,36.0,False,US-ID,649
2020-01-05,49.0,False,US-ID,632
2020-01-12,0.0,False,US-ID,632
2020-01-19,0.0,False,US-ID,632
2020-01-26,48.0,False,US-ID,632
2020-02-02,46.0,False,US-ID,632
2020-02-09,0.0,False,US-ID,632
2020-02-16,0.0,False,US-ID,632
2020-02-23,22.0,False,US-ID,632
2020-03-01,0.0,False,US-ID,632
2020-03-08,0.0,False,US-ID,632
2020-03-15,0.0,False,US-ID,632
2020-03-22,0.0,False,US-ID,632
2020-03-29,0.0,False,US-ID,632
2020-04-05,22.0,False,US-ID,632
2020-04-12,41.0,False,US-ID,632
2020-04-19,20.0,False,US-ID,632
2020-04-26,42.0,False,US-ID,632
2020-05-03,21.0,False,US-ID,632
2020-05-10,44.0,False,US-ID,632
2020-05-17,0.0,False,US-ID,632
2020-05-24,23.0,False,US-ID,632
2020-05-31,0.0,False,US-ID,632
2020-06-07,0.0,False,US-ID,632
2020-06-14,0.0,False,US-ID,632
2020-06-21,0.0,False,US-ID,632
2020-06-28,24.0,False,US-ID,632
2020-07-05,0.0,False,US-ID,632
2020-07-12,50.0,False,US-ID,632
2020-07-19,0.0,False,US-ID,632
2020-07-26,24.0,False,US-ID,632
2020-08-02,50.0,False,US-ID,632
2020-08-09,0.0,False,US-ID,632
2020-08-16,0.0,False,US-ID,632
2020-08-23,0.0,False,US-ID,632
2020-08-30,0.0,False,US-ID,632
2020-09-06,0.0,False,US-ID,632
2020-09-13,22.0,False,US-ID,632
2020-09-20,0.0,False,US-ID,632
2020-09-27,24.0,False,US-ID,632
2020-10-04,25.0,False,US-ID,632
2020-10-11,0.0,False,US-ID,632
2020-10-18,26.0,False,US-ID,632
2020-10-25,26.0,False,US-ID,632
2020-11-01,42.0,False,US-ID,632
2020-11-08,25.0,False,US-ID,632
2020-11-15,100.0,False,US-ID,632
2020-11-22,0.0,False,US-ID,632
2020-11-29,0.0,False,US-ID,632
2020-12-06,0.0,False,US-ID,632
2020-12-13,0.0,False,US-ID,632
2020-12-20,0.0,False,US-ID,632
2020-12-27,0.0,False,US-ID,632
2020-01-05,0.0,False,US-ID,675
2020-01-12,0.0,False,US-ID,675
2020-01-19,78.0,False,US-ID,675
2020-01-26,0.0,False,US-ID,675
2020-02-02,0.0,False,US-ID,675
2020-02-09,0.0,False,US-ID,675
2020-02-16,26.0,False,US-ID,675
2020-02-23,25.0,False,US-ID,675
2020-03-01,50.0,False,US-ID,675
2020-03-08,0.0,False,US-ID,675
2020-03-15,50.0,False,US-ID,675
2020-03-22,100.0,False,US-ID,675
2020-03-29,47.0,False,US-ID,675
2020-04-05,0.0,False,US-ID,675
2020-04-12,23.0,False,US-ID,675
2020-04-19,23.0,False,US-ID,675
2020-04-26,0.0,False,US-ID,675
2020-05-03,71.0,False,US-ID,675
2020-05-10,0.0,False,US-ID,675
2020-05-17,26.0,False,US-ID,675
2020-05-24,0.0,False,US-ID,675
2020-05-31,26.0,False,US-ID,675
2020-06-07,26.0,False,US-ID,675
2020-06-14,0.0,False,US-ID,675
2020-06-21,0.0,False,US-ID,675
2020-06-28,0.0,False,US-ID,675
2020-07-05,29.0,False,US-ID,675
2020-07-12,29.0,False,US-ID,675
2020-07-19,0.0,False,US-ID,675
2020-07-26,0.0,False,US-ID,675
2020-08-02,0.0,False,US-ID,675
2020-08-09,0.0,False,US-ID,675
2020-08-16,27.0,False,US-ID,675
2020-08-23,0.0,False,US-ID,675
2020-08-30,50.0,False,US-ID,675
2020-09-06,0.0,False,US-ID,675
2020-09-13,26.0,False,US-ID,675
2020-09-20,26.0,False,US-ID,675
2020-09-27,55.0,False,US-ID,675
2020-10-04,29.0,False,US-ID,675
2020-10-11,63.0,False,US-ID,675
2020-10-18,0.0,False,US-ID,675
2020-10-25,30.0,False,US-ID,675
2020-11-01,0.0,False,US-ID,675
2020-11-08,0.0,False,US-ID,675
2020-11-15,59.0,False,US-ID,675
2020-11-22,0.0,False,US-ID,675
2020-11-29,58.0,False,US-ID,675
2020-12-06,88.0,False,US-ID,675
2020-12-13,0.0,False,US-ID,675
2020-12-20,33.0,False,US-ID,675
2020-12-27,0.0,False,US-ID,675
2020-01-05,89.0,False,US-ID,717
2020-01-12,0.0,False,US-ID,717
2020-01-19,0.0,False,US-ID,717
2020-01-26,0.0,False,US-ID,717
2020-02-02,0.0,False,US-ID,717
2020-02-09,0.0,False,US-ID,717
2020-02-16,0.0,False,US-ID,717
2020-02-23,0.0,False,US-ID,717
2020-03-01,0.0,False,US-ID,717
2020-03-08,0.0,False,US-ID,717
2020-03-15,0.0,False,US-ID,717
2020-03-22,0.0,False,US-ID,717
2020-03-29,0.0,False,US-ID,717
2020-04-05,0.0,False,US-ID,717
2020-04-12,0.0,False,US-ID,717
2020-04-19,72.0,False,US-ID,717
2020-04-26,75.0,False,US-ID,717
2020-05-03,0.0,False,US-ID,717
2020-05-10,74.0,False,US-ID,717
2020-05-17,0.0,False,US-ID,717
2020-05-24,0.0,False,US-ID,717
2020-05-31,0.0,False,US-ID,717
2020-06-07,0.0,False,US-ID,717
2020-06-14,0.0,False,US-ID,717
2020-06-21,0.0,False,US-ID,717
2020-06-28,0.0,False,US-ID,717
2020-07-05,0.0,False,US-ID,717
2020-07-12,0.0,False,US-ID,717
2020-07-19,0.0,False,US-ID,717
2020-07-26,88.0,False,US-ID,717
2020-08-02,0.0,False,US-ID,717
2020-08-09,89.0,False,US-ID,717
2020-08-16,0.0,False,US-ID,717
2020-08-23,0.0,False,US-ID,717
2020-08-30,0.0,False,US-ID,717
2020-09-06,0.0,False,US-ID,717
2020-09-13,0.0,False,US-ID,717
2020-09-20,0.0,False,US-ID,717
2020-09-27,86.0,False,US-ID,717
2020-10-04,0.0,False,US-ID,717
2020-10-11,100.0,False,US-ID,717
2020-10-18,0.0,False,US-ID,717
2020-10-25,96.0,False,US-ID,717
2020-11-01,0.0,False,US-ID,717
2020-11-08,0.0,False,US-ID,717
2020-11-15,0.0,False,US-ID,717
2020-11-22,0.0,False,US-ID,717
2020-11-29,91.0,False,US-ID,717
2020-12-06,0.0,False,US-ID,717
2020-12-13,0.0,False,US-ID,717
2020-12-20,0.0,False,US-ID,717
2020-12-27,0.0,False,US-ID,717
2020-01-05,0.0,False,US-ID,610
2020-01-12,0.0,False,US-ID,610
2020-01-19,0.0,False,US-ID,610
2020-01-26,29.0,False,US-ID,610
2020-02-02,0.0,False,US-ID,610
2020-02-09,0.0,False,US-ID,610
2020-02-16,0.0,False,US-ID,610
2020-02-23,0.0,False,US-ID,610
2020-03-01,27.0,False,US-ID,610
2020-03-08,0.0,False,US-ID,610
2020-03-15,100.0,False,US-ID,610
2020-03-22,0.0,False,US-ID,610
2020-03-29,23.0,False,US-ID,610
2020-04-05,0.0,False,US-ID,610
2020-04-12,23.0,False,US-ID,610
2020-04-19,0.0,False,US-ID,610
2020-04-26,24.0,False,US-ID,610
2020-05-03,46.0,False,US-ID,610
2020-05-10,0.0,False,US-ID,610
2020-05-17,0.0,False,US-ID,610
2020-05-24,25.0,False,US-ID,610
2020-05-31,0.0,False,US-ID,610
2020-06-07,0.0,False,US-ID,610
2020-06-14,0.0,False,US-ID,610
2020-06-21,0.0,False,US-ID,610
2020-06-28,0.0,False,US-ID,610
2020-07-05,27.0,False,US-ID,610
2020-07-12,28.0,False,US-ID,610
2020-07-19,0.0,False,US-ID,610
2020-07-26,28.0,False,US-ID,610
2020-08-02,0.0,False,US-ID,610
2020-08-09,0.0,False,US-ID,610
2020-08-16,0.0,False,US-ID,610
2020-08-23,27.0,False,US-ID,610
2020-08-30,0.0,False,US-ID,610
2020-09-06,0.0,False,US-ID,610
2020-09-13,26.0,False,US-ID,610
2020-09-20,26.0,False,US-ID,610
2020-09-27,0.0,False,US-ID,610
2020-10-04,29.0,False,US-ID,610
2020-10-11,0.0,False,US-ID,610
2020-10-18,0.0,False,US-ID,610
2020-10-25,0.0,False,US-ID,610
2020-11-01,0.0,False,US-ID,610
2020-11-08,0.0,False,US-ID,610
2020-11-15,89.0,False,US-ID,610
2020-11-22,30.0,False,US-ID,610
2020-11-29,0.0,False,US-ID,610
2020-12-06,0.0,False,US-ID,610
2020-12-13,29.0,False,US-ID,610
2020-12-20,0.0,False,US-ID,610
2020-12-27,0.0,False,US-ID,610
2020-01-05,18.0,False,US-ID,609
2020-01-12,26.0,False,US-ID,609
2020-01-19,43.0,False,US-ID,609
2020-01-26,35.0,False,US-ID,609
2020-02-02,0.0,False,US-ID,609
2020-02-09,17.0,False,US-ID,609
2020-02-16,8.0,False,US-ID,609
2020-02-23,8.0,False,US-ID,609
2020-03-01,17.0,False,US-ID,609
2020-03-08,8.0,False,US-ID,609
2020-03-15,16.0,False,US-ID,609
2020-03-22,32.0,False,US-ID,609
2020-03-29,31.0,False,US-ID,609
2020-04-05,100.0,False,US-ID,609
2020-04-12,52.0,False,US-ID,609
2020-04-19,29.0,False,US-ID,609
2020-04-26,67.0,False,US-ID,609
2020-05-03,30.0,False,US-ID,609
2020-05-10,23.0,False,US-ID,609
2020-05-17,39.0,False,US-ID,609
2020-05-24,25.0,False,US-ID,609
2020-05-31,0.0,False,US-ID,609
2020-06-07,24.0,False,US-ID,609
2020-06-14,0.0,False,US-ID,609
2020-06-21,34.0,False,US-ID,609
2020-06-28,9.0,False,US-ID,609
2020-07-05,9.0,False,US-ID,609
2020-07-12,17.0,False,US-ID,609
2020-07-19,26.0,False,US-ID,609
2020-07-26,9.0,False,US-ID,609
2020-08-02,17.0,False,US-ID,609
2020-08-09,26.0,False,US-ID,609
2020-08-16,9.0,False,US-ID,609
2020-08-23,9.0,False,US-ID,609
2020-08-30,0.0,False,US-ID,609
2020-09-06,0.0,False,US-ID,609
2020-09-13,8.0,False,US-ID,609
2020-09-20,0.0,False,US-ID,609
2020-09-27,55.0,False,US-ID,609
2020-10-04,19.0,False,US-ID,609
2020-10-11,21.0,False,US-ID,609
2020-10-18,30.0,False,US-ID,609
2020-10-25,31.0,False,US-ID,609
2020-11-01,16.0,False,US-ID,609
2020-11-08,30.0,False,US-ID,609
2020-11-15,10.0,False,US-ID,609
2020-11-22,10.0,False,US-ID,609
2020-11-29,77.0,False,US-ID,609
2020-12-06,39.0,False,US-ID,609
2020-12-13,59.0,False,US-ID,609
2020-12-20,32.0,False,US-ID,609
2020-12-27,20.0,False,US-ID,609
2020-01-05,0.0,False,US-ID,581
2020-01-12,0.0,False,US-ID,581
2020-01-19,0.0,False,US-ID,581
2020-01-26,0.0,False,US-ID,581
2020-02-02,0.0,False,US-ID,581
2020-02-09,0.0,False,US-ID,581
2020-02-16,0.0,False,US-ID,581
2020-02-23,0.0,False,US-ID,581
2020-03-01,0.0,False,US-ID,581
2020-03-08,0.0,False,US-ID,581
2020-03-15,0.0,False,US-ID,581
2020-03-22,0.0,False,US-ID,581
2020-03-29,0.0,False,US-ID,581
2020-04-05,0.0,False,US-ID,581
2020-04-12,0.0,False,US-ID,581
2020-04-19,0.0,False,US-ID,581
2020-04-26,44.0,False,US-ID,581
2020-05-03,0.0,False,US-ID,581
2020-05-10,0.0,False,US-ID,581
2020-05-17,0.0,False,US-ID,581
2020-05-24,0.0,False,US-ID,581
2020-05-31,47.0,False,US-ID,581
2020-06-07,48.0,False,US-ID,581
2020-06-14,0.0,False,US-ID,581
2020-06-21,100.0,False,US-ID,581
2020-06-28,0.0,False,US-ID,581
2020-07-05,0.0,False,US-ID,581
2020-07-12,53.0,False,US-ID,581
2020-07-19,0.0,False,US-ID,581
2020-07-26,0.0,False,US-ID,581
2020-08-02,0.0,False,US-ID,581
2020-08-09,0.0,False,US-ID,581
2020-08-16,0.0,False,US-ID,581
2020-08-23,0.0,False,US-ID,581
2020-08-30,0.0,False,US-ID,581
2020-09-06,0.0,False,US-ID,581
2020-09-13,46.0,False,US-ID,581
2020-09-20,0.0,False,US-ID,581
2020-09-27,0.0,False,US-ID,581
2020-10-04,0.0,False,US-ID,581
2020-10-11,0.0,False,US-ID,581
2020-10-18,0.0,False,US-ID,581
2020-10-25,0.0,False,US-ID,581
2020-11-01,0.0,False,US-ID,581
2020-11-08,0.0,False,US-ID,581
2020-11-15,0.0,False,US-ID,581
2020-11-22,0.0,False,US-ID,581
2020-11-29,51.0,False,US-ID,581
2020-12-06,0.0,False,US-ID,581
2020-12-13,0.0,False,US-ID,581
2020-12-20,0.0,False,US-ID,581
2020-12-27,51.0,False,US-ID,581
2020-01-05,24.0,False,US-IL,602
2020-01-12,13.0,False,US-IL,602
2020-01-19,21.0,False,US-IL,602
2020-01-26,40.0,False,US-IL,602
2020-02-02,40.0,False,US-IL,602
2020-02-09,32.0,False,US-IL,602
2020-02-16,24.0,False,US-IL,602
2020-02-23,35.0,False,US-IL,602
2020-03-01,23.0,False,US-IL,602
2020-03-08,26.0,False,US-IL,602
2020-03-15,48.0,False,US-IL,602
2020-03-22,45.0,False,US-IL,602
2020-03-29,82.0,False,US-IL,602
2020-04-05,56.0,False,US-IL,602
2020-04-12,82.0,False,US-IL,602
2020-04-19,100.0,False,US-IL,602
2020-04-26,76.0,False,US-IL,602
2020-05-03,47.0,False,US-IL,602
2020-05-10,48.0,False,US-IL,602
2020-05-17,37.0,False,US-IL,602
2020-05-24,36.0,False,US-IL,602
2020-05-31,30.0,False,US-IL,602
2020-06-07,38.0,False,US-IL,602
2020-06-14,40.0,False,US-IL,602
2020-06-21,32.0,False,US-IL,602
2020-06-28,41.0,False,US-IL,602
2020-07-05,33.0,False,US-IL,602
2020-07-12,12.0,False,US-IL,602
2020-07-19,37.0,False,US-IL,602
2020-07-26,37.0,False,US-IL,602
2020-08-02,38.0,False,US-IL,602
2020-08-09,16.0,False,US-IL,602
2020-08-16,20.0,False,US-IL,602
2020-08-23,35.0,False,US-IL,602
2020-08-30,27.0,False,US-IL,602
2020-09-06,15.0,False,US-IL,602
2020-09-13,30.0,False,US-IL,602
2020-09-20,39.0,False,US-IL,602
2020-09-27,45.0,False,US-IL,602
2020-10-04,38.0,False,US-IL,602
2020-10-11,33.0,False,US-IL,602
2020-10-18,28.0,False,US-IL,602
2020-10-25,41.0,False,US-IL,602
2020-11-01,15.0,False,US-IL,602
2020-11-08,26.0,False,US-IL,602
2020-11-15,69.0,False,US-IL,602
2020-11-22,33.0,False,US-IL,602
2020-11-29,44.0,False,US-IL,602
2020-12-06,27.0,False,US-IL,602
2020-12-13,78.0,False,US-IL,602
2020-12-20,59.0,False,US-IL,602
2020-12-27,47.0,False,US-IL,602
2020-01-05,15.0,False,US-IL,515
2020-01-12,14.0,False,US-IL,515
2020-01-19,45.0,False,US-IL,515
2020-01-26,87.0,False,US-IL,515
2020-02-02,43.0,False,US-IL,515
2020-02-09,44.0,False,US-IL,515
2020-02-16,43.0,False,US-IL,515
2020-02-23,42.0,False,US-IL,515
2020-03-01,42.0,False,US-IL,515
2020-03-08,41.0,False,US-IL,515
2020-03-15,40.0,False,US-IL,515
2020-03-22,39.0,False,US-IL,515
2020-03-29,13.0,False,US-IL,515
2020-04-05,66.0,False,US-IL,515
2020-04-12,75.0,False,US-IL,515
2020-04-19,100.0,False,US-IL,515
2020-04-26,38.0,False,US-IL,515
2020-05-03,64.0,False,US-IL,515
2020-05-10,26.0,False,US-IL,515
2020-05-17,13.0,False,US-IL,515
2020-05-24,0.0,False,US-IL,515
2020-05-31,14.0,False,US-IL,515
2020-06-07,14.0,False,US-IL,515
2020-06-14,14.0,False,US-IL,515
2020-06-21,0.0,False,US-IL,515
2020-06-28,45.0,False,US-IL,515
2020-07-05,15.0,False,US-IL,515
2020-07-12,15.0,False,US-IL,515
2020-07-19,0.0,False,US-IL,515
2020-07-26,30.0,False,US-IL,515
2020-08-02,90.0,False,US-IL,515
2020-08-09,30.0,False,US-IL,515
2020-08-16,0.0,False,US-IL,515
2020-08-23,14.0,False,US-IL,515
2020-08-30,0.0,False,US-IL,515
2020-09-06,14.0,False,US-IL,515
2020-09-13,27.0,False,US-IL,515
2020-09-20,55.0,False,US-IL,515
2020-09-27,58.0,False,US-IL,515
2020-10-04,0.0,False,US-IL,515
2020-10-11,33.0,False,US-IL,515
2020-10-18,16.0,False,US-IL,515
2020-10-25,0.0,False,US-IL,515
2020-11-01,13.0,False,US-IL,515
2020-11-08,0.0,False,US-IL,515
2020-11-15,32.0,False,US-IL,515
2020-11-22,49.0,False,US-IL,515
2020-11-29,16.0,False,US-IL,515
