,region,metroCode,food bank
2020-01-12,US-ID,648,0.0
2020-01-19,US-ID,648,22.0
2020-01-26,US-ID,648,22.0
2020-02-02,US-ID,648,42.0
2020-02-09,US-ID,648,0.0
2020-02-16,US-ID,648,21.0
2020-02-23,US-ID,648,20.0
2020-03-01,US-ID,648,41.0
2020-03-08,US-ID,648,20.0
2020-03-15,US-ID,648,43.0
2020-03-22,US-ID,648,61.0
2020-03-29,US-ID,648,61.0
2020-04-05,US-ID,648,0.0
2020-04-12,US-ID,648,19.0
2020-04-19,US-ID,648,97.0
2020-04-26,US-ID,648,100.0
2020-05-03,US-ID,648,0.0
2020-05-10,US-ID,648,61.0
2020-05-17,US-ID,648,42.0
2020-05-24,US-ID,648,45.0
2020-05-31,US-ID,648,21.0
2020-06-07,US-ID,648,22.0
2020-06-14,US-ID,648,23.0
2020-06-21,US-ID,648,0.0
2020-06-28,US-ID,648,0.0
2020-07-05,US-ID,648,0.0
2020-07-12,US-ID,648,24.0
2020-07-19,US-ID,648,0.0
2020-07-26,US-ID,648,0.0
2020-08-02,US-ID,648,0.0
2020-08-09,US-ID,648,24.0
2020-08-16,US-ID,648,46.0
2020-08-23,US-ID,648,0.0
2020-08-30,US-ID,648,0.0
2020-09-06,US-ID,648,21.0
2020-09-13,US-ID,648,20.0
2020-09-20,US-ID,648,21.0
2020-09-27,US-ID,648,22.0
2020-10-04,US-ID,648,0.0
2020-10-11,US-ID,648,0.0
2020-10-18,US-ID,648,24.0
2020-10-25,US-ID,648,49.0
2020-11-01,US-ID,648,0.0
2020-11-08,US-ID,648,0.0
2020-11-15,US-ID,648,47.0
2020-11-22,US-ID,648,25.0
2020-11-29,US-ID,648,23.0
2020-12-06,US-ID,648,47.0
2020-12-13,US-ID,648,24.0
2020-12-20,US-ID,648,0.0
2020-12-27,US-ID,648,25.0
2020-01-05,US-ID,602,24.0
2020-01-12,US-ID,602,13.0
2020-01-19,US-ID,602,21.0
2020-01-26,US-ID,602,40.0
2020-02-02,US-ID,602,40.0
2020-02-09,US-ID,602,32.0
2020-02-16,US-ID,602,24.0
2020-02-23,US-ID,602,35.0
2020-03-01,US-ID,602,23.0
2020-03-08,US-ID,602,26.0
2020-03-15,US-ID,602,48.0
2020-03-22,US-ID,602,45.0
2020-03-29,US-ID,602,82.0
2020-04-05,US-ID,602,56.0
2020-04-12,US-ID,602,82.0
2020-04-19,US-ID,602,100.0
2020-04-26,US-ID,602,76.0
2020-05-03,US-ID,602,47.0
2020-05-10,US-ID,602,48.0
2020-05-17,US-ID,602,37.0
2020-05-24,US-ID,602,36.0
2020-05-31,US-ID,602,30.0
2020-06-07,US-ID,602,38.0
2020-06-14,US-ID,602,40.0
2020-06-21,US-ID,602,32.0
2020-06-28,US-ID,602,41.0
2020-07-05,US-ID,602,33.0
2020-07-12,US-ID,602,12.0
2020-07-19,US-ID,602,37.0
2020-07-26,US-ID,602,37.0
2020-08-02,US-ID,602,38.0
2020-08-09,US-ID,602,16.0
2020-08-16,US-ID,602,20.0
2020-08-23,US-ID,602,35.0
2020-08-30,US-ID,602,27.0
2020-09-06,US-ID,602,15.0
2020-09-13,US-ID,602,30.0
2020-09-20,US-ID,602,39.0
2020-09-27,US-ID,602,45.0
2020-10-04,US-ID,602,38.0
2020-10-11,US-ID,602,33.0
2020-10-18,US-ID,602,28.0
2020-10-25,US-ID,602,41.0
2020-11-01,US-ID,602,15.0
2020-11-08,US-ID,602,26.0
2020-11-15,US-ID,602,69.0
2020-11-22,US-ID,602,33.0
2020-11-29,US-ID,602,44.0
2020-12-06,US-ID,602,27.0
2020-12-13,US-ID,602,78.0
2020-12-20,US-ID,602,59.0
2020-12-27,US-ID,602,47.0
2020-01-05,US-ID,682,0.0
2020-01-12,US-ID,682,0.0
2020-01-19,US-ID,682,76.0
2020-01-26,US-ID,682,0.0
2020-02-02,US-ID,682,0.0
2020-02-09,US-ID,682,0.0
2020-02-16,US-ID,682,37.0
2020-02-23,US-ID,682,0.0
2020-03-01,US-ID,682,0.0
2020-03-08,US-ID,682,0.0
2020-03-15,US-ID,682,0.0
2020-03-22,US-ID,682,0.0
2020-03-29,US-ID,682,0.0
2020-04-05,US-ID,682,100.0
2020-04-12,US-ID,682,30.0
2020-04-19,US-ID,682,32.0
2020-04-26,US-ID,682,33.0
2020-05-03,US-ID,682,33.0
2020-05-10,US-ID,682,67.0
2020-05-17,US-ID,682,0.0
2020-05-24,US-ID,682,0.0
2020-05-31,US-ID,682,35.0
2020-06-07,US-ID,682,36.0
2020-06-14,US-ID,682,74.0
2020-06-21,US-ID,682,0.0
2020-06-28,US-ID,682,0.0
2020-07-05,US-ID,682,0.0
2020-07-12,US-ID,682,0.0
2020-07-19,US-ID,682,0.0
2020-07-26,US-ID,682,0.0
2020-08-02,US-ID,682,0.0
2020-08-09,US-ID,682,0.0
2020-08-16,US-ID,682,0.0
2020-08-23,US-ID,682,0.0
2020-08-30,US-ID,682,0.0
2020-09-06,US-ID,682,0.0
2020-09-13,US-ID,682,37.0
2020-09-20,US-ID,682,37.0
2020-09-27,US-ID,682,40.0
2020-10-04,US-ID,682,42.0
2020-10-11,US-ID,682,0.0
2020-10-18,US-ID,682,0.0
2020-10-25,US-ID,682,43.0
2020-11-01,US-ID,682,35.0
2020-11-08,US-ID,682,83.0
2020-11-15,US-ID,682,42.0
2020-11-22,US-ID,682,41.0
2020-11-29,US-ID,682,0.0
2020-12-06,US-ID,682,0.0
2020-12-13,US-ID,682,42.0
2020-12-20,US-ID,682,43.0
2020-12-27,US-ID,682,41.0
2020-01-05,US-ID,649,0.0
2020-01-12,US-ID,649,0.0
2020-01-19,US-ID,649,35.0
2020-01-26,US-ID,649,0.0
2020-02-02,US-ID,649,100.0
2020-02-09,US-ID,649,0.0
2020-02-16,US-ID,649,33.0
2020-02-23,US-ID,649,0.0
2020-03-01,US-ID,649,32.0
2020-03-08,US-ID,649,0.0
2020-03-15,US-ID,649,62.0
2020-03-22,US-ID,649,61.0
2020-03-29,US-ID,649,0.0
2020-04-05,US-ID,649,0.0
2020-04-12,US-ID,649,57.0
2020-04-19,US-ID,649,0.0
2020-04-26,US-ID,649,0.0
2020-05-03,US-ID,649,89.0
2020-05-10,US-ID,649,30.0
2020-05-17,US-ID,649,32.0
2020-05-24,US-ID,649,0.0
2020-05-31,US-ID,649,66.0
2020-06-07,US-ID,649,0.0
2020-06-14,US-ID,649,0.0
2020-06-21,US-ID,649,0.0
2020-06-28,US-ID,649,35.0
2020-07-05,US-ID,649,0.0
2020-07-12,US-ID,649,0.0
2020-07-19,US-ID,649,0.0
2020-07-26,US-ID,649,35.0
2020-08-02,US-ID,649,0.0
2020-08-09,US-ID,649,0.0
2020-08-16,US-ID,649,99.0
2020-08-23,US-ID,649,0.0
2020-08-30,US-ID,649,28.0
2020-09-06,US-ID,649,33.0
2020-09-13,US-ID,649,32.0
2020-09-20,US-ID,649,0.0
2020-09-27,US-ID,649,0.0
2020-10-04,US-ID,649,0.0
2020-10-11,US-ID,649,0.0
2020-10-18,US-ID,649,0.0
2020-10-25,US-ID,649,77.0
2020-11-01,US-ID,649,0.0
2020-11-08,US-ID,649,0.0
2020-11-15,US-ID,649,0.0
2020-11-22,US-ID,649,76.0
2020-11-29,US-ID,649,0.0
2020-12-06,US-ID,649,0.0
2020-12-13,US-ID,649,37.0
2020-12-20,US-ID,649,38.0
2020-12-27,US-ID,649,36.0
2020-01-05,US-ID,632,49.0
2020-01-12,US-ID,632,0.0
2020-01-19,US-ID,632,0.0
2020-01-26,US-ID,632,48.0
2020-02-02,US-ID,632,46.0
2020-02-09,US-ID,632,0.0
2020-02-16,US-ID,632,0.0
2020-02-23,US-ID,632,22.0
2020-03-01,US-ID,632,0.0
2020-03-08,US-ID,632,0.0
2020-03-15,US-ID,632,0.0
2020-03-22,US-ID,632,0.0
2020-03-29,US-ID,632,0.0
2020-04-05,US-ID,632,22.0
2020-04-12,US-ID,632,41.0
2020-04-19,US-ID,632,20.0
2020-04-26,US-ID,632,42.0
2020-05-03,US-ID,632,21.0
2020-05-10,US-ID,632,44.0
2020-05-17,US-ID,632,0.0
2020-05-24,US-ID,632,23.0
2020-05-31,US-ID,632,0.0
2020-06-07,US-ID,632,0.0
2020-06-14,US-ID,632,0.0
2020-06-21,US-ID,632,0.0
2020-06-28,US-ID,632,24.0
2020-07-05,US-ID,632,0.0
2020-07-12,US-ID,632,50.0
2020-07-19,US-ID,632,0.0
2020-07-26,US-ID,632,24.0
2020-08-02,US-ID,632,50.0
2020-08-09,US-ID,632,0.0
2020-08-16,US-ID,632,0.0
2020-08-23,US-ID,632,0.0
2020-08-30,US-ID,632,0.0
2020-09-06,US-ID,632,0.0
2020-09-13,US-ID,632,22.0
2020-09-20,US-ID,632,0.0
2020-09-27,US-ID,632,24.0
2020-10-04,US-ID,632,25.0
2020-10-11,US-ID,632,0.0
2020-10-18,US-ID,632,26.0
2020-10-25,US-ID,632,26.0
2020-11-01,US-ID,632,42.0
2020-11-08,US-ID,632,25.0
2020-11-15,US-ID,632,100.0
2020-11-22,US-ID,632,0.0
2020-11-29,US-ID,632,0.0
2020-12-06,US-ID,632,0.0
2020-12-13,US-ID,632,0.0
2020-12-20,US-ID,632,0.0
2020-12-27,US-ID,632,0.0
2020-01-05,US-ID,675,0.0
2020-01-12,US-ID,675,0.0
2020-01-19,US-ID,675,78.0
2020-01-26,US-ID,675,0.0
2020-02-02,US-ID,675,0.0
2020-02-09,US-ID,675,0.0
2020-02-16,US-ID,675,26.0
2020-02-23,US-ID,675,25.0
2020-03-01,US-ID,675,50.0
2020-03-08,US-ID,675,0.0
2020-03-15,US-ID,675,50.0
2020-03-22,US-ID,675,100.0
2020-03-29,US-ID,675,47.0
2020-04-05,US-ID,675,0.0
2020-04-12,US-ID,675,23.0
2020-04-19,US-ID,675,23.0
2020-04-26,US-ID,675,0.0
2020-05-03,US-ID,675,71.0
2020-05-10,US-ID,675,0.0
2020-05-17,US-ID,675,26.0
2020-05-24,US-ID,675,0.0
2020-05-31,US-ID,675,26.0
2020-06-07,US-ID,675,26.0
2020-06-14,US-ID,675,0.0
2020-06-21,US-ID,675,0.0
2020-06-28,US-ID,675,0.0
2020-07-05,US-ID,675,29.0
2020-07-12,US-ID,675,29.0
2020-07-19,US-ID,675,0.0
2020-07-26,US-ID,675,0.0
2020-08-02,US-ID,675,0.0
2020-08-09,US-ID,675,0.0
2020-08-16,US-ID,675,27.0
2020-08-23,US-ID,675,0.0
2020-08-30,US-ID,675,50.0
2020-09-06,US-ID,675,0.0
2020-09-13,US-ID,675,26.0
2020-09-20,US-ID,675,26.0
2020-09-27,US-ID,675,55.0
2020-10-04,US-ID,675,29.0
2020-10-11,US-ID,675,63.0
2020-10-18,US-ID,675,0.0
2020-10-25,US-ID,675,30.0
2020-11-01,US-ID,675,0.0
2020-11-08,US-ID,675,0.0
2020-11-15,US-ID,675,59.0
2020-11-22,US-ID,675,0.0
2020-11-29,US-ID,675,58.0
2020-12-06,US-ID,675,88.0
2020-12-13,US-ID,675,0.0
2020-12-20,US-ID,675,33.0
2020-12-27,US-ID,675,0.0
2020-01-05,US-ID,717,89.0
2020-01-12,US-ID,717,0.0
2020-01-19,US-ID,717,0.0
2020-01-26,US-ID,717,0.0
2020-02-02,US-ID,717,0.0
2020-02-09,US-ID,717,0.0
2020-02-16,US-ID,717,0.0
2020-02-23,US-ID,717,0.0
2020-03-01,US-ID,717,0.0
2020-03-08,US-ID,717,0.0
2020-03-15,US-ID,717,0.0
2020-03-22,US-ID,717,0.0
2020-03-29,US-ID,717,0.0
2020-04-05,US-ID,717,0.0
2020-04-12,US-ID,717,0.0
2020-04-19,US-ID,717,72.0
2020-04-26,US-ID,717,75.0
2020-05-03,US-ID,717,0.0
2020-05-10,US-ID,717,74.0
2020-05-17,US-ID,717,0.0
2020-05-24,US-ID,717,0.0
2020-05-31,US-ID,717,0.0
2020-06-07,US-ID,717,0.0
2020-06-14,US-ID,717,0.0
2020-06-21,US-ID,717,0.0
2020-06-28,US-ID,717,0.0
2020-07-05,US-ID,717,0.0
2020-07-12,US-ID,717,0.0
2020-07-19,US-ID,717,0.0
2020-07-26,US-ID,717,88.0
2020-08-02,US-ID,717,0.0
2020-08-09,US-ID,717,89.0
2020-08-16,US-ID,717,0.0
2020-08-23,US-ID,717,0.0
2020-08-30,US-ID,717,0.0
2020-09-06,US-ID,717,0.0
2020-09-13,US-ID,717,0.0
2020-09-20,US-ID,717,0.0
2020-09-27,US-ID,717,86.0
2020-10-04,US-ID,717,0.0
2020-10-11,US-ID,717,100.0
2020-10-18,US-ID,717,0.0
2020-10-25,US-ID,717,96.0
2020-11-01,US-ID,717,0.0
2020-11-08,US-ID,717,0.0
2020-11-15,US-ID,717,0.0
2020-11-22,US-ID,717,0.0
2020-11-29,US-ID,717,91.0
2020-12-06,US-ID,717,0.0
2020-12-13,US-ID,717,0.0
2020-12-20,US-ID,717,0.0
2020-12-27,US-ID,717,0.0
2020-01-05,US-ID,610,0.0
2020-01-12,US-ID,610,0.0
2020-01-19,US-ID,610,0.0
2020-01-26,US-ID,610,29.0
2020-02-02,US-ID,610,0.0
2020-02-09,US-ID,610,0.0
2020-02-16,US-ID,610,0.0
2020-02-23,US-ID,610,0.0
2020-03-01,US-ID,610,27.0
2020-03-08,US-ID,610,0.0
2020-03-15,US-ID,610,100.0
2020-03-22,US-ID,610,0.0
2020-03-29,US-ID,610,23.0
2020-04-05,US-ID,610,0.0
2020-04-12,US-ID,610,23.0
2020-04-19,US-ID,610,0.0
2020-04-26,US-ID,610,24.0
2020-05-03,US-ID,610,46.0
2020-05-10,US-ID,610,0.0
2020-05-17,US-ID,610,0.0
2020-05-24,US-ID,610,25.0
2020-05-31,US-ID,610,0.0
2020-06-07,US-ID,610,0.0
2020-06-14,US-ID,610,0.0
2020-06-21,US-ID,610,0.0
2020-06-28,US-ID,610,0.0
2020-07-05,US-ID,610,27.0
2020-07-12,US-ID,610,28.0
2020-07-19,US-ID,610,0.0
2020-07-26,US-ID,610,28.0
2020-08-02,US-ID,610,0.0
2020-08-09,US-ID,610,0.0
2020-08-16,US-ID,610,0.0
2020-08-23,US-ID,610,27.0
2020-08-30,US-ID,610,0.0
2020-09-06,US-ID,610,0.0
2020-09-13,US-ID,610,26.0
2020-09-20,US-ID,610,26.0
2020-09-27,US-ID,610,0.0
2020-10-04,US-ID,610,29.0
2020-10-11,US-ID,610,0.0
2020-10-18,US-ID,610,0.0
2020-10-25,US-ID,610,0.0
2020-11-01,US-ID,610,0.0
2020-11-08,US-ID,610,0.0
2020-11-15,US-ID,610,89.0
2020-11-22,US-ID,610,30.0
2020-11-29,US-ID,610,0.0
2020-12-06,US-ID,610,0.0
2020-12-13,US-ID,610,29.0
2020-12-20,US-ID,610,0.0
2020-12-27,US-ID,610,0.0
2020-01-05,US-ID,609,18.0
2020-01-12,US-ID,609,26.0
2020-01-19,US-ID,609,43.0
2020-01-26,US-ID,609,35.0
2020-02-02,US-ID,609,0.0
2020-02-09,US-ID,609,17.0
2020-02-16,US-ID,609,8.0
2020-02-23,US-ID,609,8.0
2020-03-01,US-ID,609,17.0
2020-03-08,US-ID,609,8.0
2020-03-15,US-ID,609,16.0
2020-03-22,US-ID,609,32.0
2020-03-29,US-ID,609,31.0
2020-04-05,US-ID,609,100.0
2020-04-12,US-ID,609,52.0
2020-04-19,US-ID,609,29.0
2020-04-26,US-ID,609,67.0
2020-05-03,US-ID,609,30.0
2020-05-10,US-ID,609,23.0
2020-05-17,US-ID,609,39.0
2020-05-24,US-ID,609,25.0
2020-05-31,US-ID,609,0.0
2020-06-07,US-ID,609,24.0
2020-06-14,US-ID,609,0.0
2020-06-21,US-ID,609,34.0
2020-06-28,US-ID,609,9.0
2020-07-05,US-ID,609,9.0
2020-07-12,US-ID,609,17.0
2020-07-19,US-ID,609,26.0
2020-07-26,US-ID,609,9.0
2020-08-02,US-ID,609,17.0
2020-08-09,US-ID,609,26.0
2020-08-16,US-ID,609,9.0
2020-08-23,US-ID,609,9.0
2020-08-30,US-ID,609,0.0
2020-09-06,US-ID,609,0.0
2020-09-13,US-ID,609,8.0
2020-09-20,US-ID,609,0.0
2020-09-27,US-ID,609,55.0
2020-10-04,US-ID,609,19.0
2020-10-11,US-ID,609,21.0
2020-10-18,US-ID,609,30.0
2020-10-25,US-ID,609,31.0
2020-11-01,US-ID,609,16.0
2020-11-08,US-ID,609,30.0
2020-11-15,US-ID,609,10.0
2020-11-22,US-ID,609,10.0
2020-11-29,US-ID,609,77.0
2020-12-06,US-ID,609,39.0
2020-12-13,US-ID,609,59.0
2020-12-20,US-ID,609,32.0
2020-12-27,US-ID,609,20.0
2020-01-05,US-ID,581,0.0
2020-01-12,US-ID,581,0.0
2020-01-19,US-ID,581,0.0
2020-01-26,US-ID,581,0.0
2020-02-02,US-ID,581,0.0
2020-02-09,US-ID,581,0.0
2020-02-16,US-ID,581,0.0
2020-02-23,US-ID,581,0.0
2020-03-01,US-ID,581,0.0
2020-03-08,US-ID,581,0.0
2020-03-15,US-ID,581,0.0
2020-03-22,US-ID,581,0.0
2020-03-29,US-ID,581,0.0
2020-04-05,US-ID,581,0.0
2020-04-12,US-ID,581,0.0
2020-04-19,US-ID,581,0.0
2020-04-26,US-ID,581,44.0
2020-05-03,US-ID,581,0.0
2020-05-10,US-ID,581,0.0
2020-05-17,US-ID,581,0.0
2020-05-24,US-ID,581,0.0
2020-05-31,US-ID,581,47.0
2020-06-07,US-ID,581,48.0
2020-06-14,US-ID,581,0.0
2020-06-21,US-ID,581,100.0
2020-06-28,US-ID,581,0.0
2020-07-05,US-ID,581,0.0
2020-07-12,US-ID,581,53.0
2020-07-19,US-ID,581,0.0
2020-07-26,US-ID,581,0.0
2020-08-02,US-ID,581,0.0
2020-08-09,US-ID,581,0.0
2020-08-16,US-ID,581,0.0
2020-08-23,US-ID,581,0.0
2020-08-30,US-ID,581,0.0
2020-09-06,US-ID,581,0.0
2020-09-13,US-ID,581,46.0
2020-09-20,US-ID,581,0.0
2020-09-27,US-ID,581,0.0
2020-10-04,US-ID,581,0.0
2020-10-11,US-ID,581,0.0
2020-10-18,US-ID,581,0.0
2020-10-25,US-ID,581,0.0
2020-11-01,US-ID,581,0.0
2020-11-08,US-ID,581,0.0
2020-11-15,US-ID,581,0.0
2020-11-22,US-ID,581,0.0
2020-11-29,US-ID,581,51.0
2020-12-06,US-ID,581,0.0
2020-12-13,US-ID,581,0.0
2020-12-20,US-ID,581,0.0
2020-12-27,US-ID,581,51.0
2020-01-05,US-IL,602,24.0
2020-01-12,US-IL,602,13.0
2020-01-19,US-IL,602,21.0
2020-01-26,US-IL,602,40.0
2020-02-02,US-IL,602,40.0
2020-02-09,US-IL,602,32.0
2020-02-16,US-IL,602,24.0
2020-02-23,US-IL,602,35.0
2020-03-01,US-IL,602,23.0
2020-03-08,US-IL,602,26.0
2020-03-15,US-IL,602,48.0
2020-03-22,US-IL,602,45.0
2020-03-29,US-IL,602,82.0
2020-04-05,US-IL,602,56.0
2020-04-12,US-IL,602,82.0
2020-04-19,US-IL,602,100.0
2020-04-26,US-IL,602,76.0
2020-05-03,US-IL,602,47.0
2020-05-10,US-IL,602,48.0
2020-05-17,US-IL,602,37.0
2020-05-24,US-IL,602,36.0
2020-05-31,US-IL,602,30.0
2020-06-07,US-IL,602,38.0
2020-06-14,US-IL,602,40.0
2020-06-21,US-IL,602,32.0
2020-06-28,US-IL,602,41.0
2020-07-05,US-IL,602,33.0
2020-07-12,US-IL,602,12.0
2020-07-19,US-IL,602,37.0
2020-07-26,US-IL,602,37.0
2020-08-02,US-IL,602,38.0
2020-08-09,US-IL,602,16.0
2020-08-16,US-IL,602,20.0
2020-08-23,US-IL,602,35.0
2020-08-30,US-IL,602,27.0
2020-09-06,US-IL,602,15.0
2020-09-13,US-IL,602,30.0
2020-09-20,US-IL,602,39.0
2020-09-27,US-IL,602,45.0
2020-10-04,US-IL,602,38.0
2020-10-11,US-IL,602,33.0
2020-10-18,US-IL,602,28.0
2020-10-25,US-IL,602,41.0
2020-11-01,US-IL,602,15.0
2020-11-08,US-IL,602,26.0
2020-11-15,US-IL,602,69.0
2020-11-22,US-IL,602,33.0
2020-11-29,US-IL,602,44.0
2020-12-06,US-IL,602,27.0
2020-12-13,US-IL,602,78.0
2020-12-20,US-IL,602,59.0
2020-12-27,US-IL,602,47.0
2020-01-05,US-IL,515,15.0
2020-01-12,US-IL,515,14.0
2020-01-19,US-IL,515,45.0
2020-01-26,US-IL,515,87.0
2020-02-02,US-IL,515,43.0
2020-02-09,US-IL,515,44.0
2020-02-16,US-IL,515,43.0
2020-02-23,US-IL,515,42.0
2020-03-01,US-IL,515,42.0
2020-03-08,US-IL,515,41.0
2020-03-15,US-IL,515,40.0
2020-03-22,US-IL,515,39.0
2020-03-29,US-IL,515,13.0
2020-04-05,US-IL,515,66.0
2020-04-12,US-IL,515,75.0
2020-04-19,US-IL,515,100.0
2020-04-26,US-IL,515,38.0
2020-05-03,US-IL,515,64.0
2020-05-10,US-IL,515,26.0
2020-05-17,US-IL,515,13.0
2020-05-24,US-IL,515,0.0
2020-05-31,US-IL,515,14.0
2020-06-07,US-IL,515,14.0
2020-06-14,US-IL,515,14.0
2020-06-21,US-IL,515,0.0
2020-06-28,US-IL,515,45.0
2020-07-05,US-IL,515,15.0
2020-07-12,US-IL,515,15.0
2020-07-19,US-IL,515,0.0
2020-07-26,US-IL,515,30.0
2020-08-02,US-IL,515,90.0
2020-08-09,US-IL,515,30.0
2020-08-16,US-IL,515,0.0
2020-08-23,US-IL,515,14.0
2020-08-30,US-IL,515,0.0
2020-09-06,US-IL,515,14.0
2020-09-13,US-IL,515,27.0
2020-09-20,US-IL,515,55.0
2020-09-27,US-IL,515,58.0
2020-10-04,US-IL,515,0.0
2020-10-11,US-IL,515,33.0
2020-10-18,US-IL,515,16.0
2020-10-25,US-IL,515,0.0
2020-11-01,US-IL,515,13.0
2020-11-08,US-IL,515,0.0
2020-11-15,US-IL,515,32.0
2020-11-22,US-IL,515,49.0
2020-11-29,US-IL,515,16.0
2020-12-06,US-IL,515,78.0
2020-12-13,US-IL,515,16.0
2020-12-20,US-IL,515,34.0
2020-12-27,US-IL,515,17.0
2020-01-05,US-IL,649,0.0
2020-01-12,US-IL,649,0.0
2020-01-19,US-IL,649,35.0
2020-01-26,US-IL,649,0.0
2020-02-02,US-IL,649,100.0
2020-02-09,US-IL,649,0.0
2020-02-16,US-IL,649,33.0
2020-02-23,US-IL,649,0.0
2020-03-01,US-IL,649,32.0
2020-03-08,US-IL,649,0.0
2020-03-15,US-IL,649,62.0
2020-03-22,US-IL,649,61.0
2020-03-29,US-IL,649,0.0
2020-04-05,US-IL,649,0.0
2020-04-12,US-IL,649,57.0
2020-04-19,US-IL,649,0.0
2020-04-26,US-IL,649,0.0
2020-05-03,US-IL,649,89.0
2020-05-10,US-IL,649,30.0
2020-05-17,US-IL,649,32.0
2020-05-24,US-IL,649,0.0
2020-05-31,US-IL,649,66.0
2020-06-07,US-IL,649,0.0
2020-06-14,US-IL,649,0.0
2020-06-21,US-IL,649,0.0
2020-06-28,US-IL,649,35.0
2020-07-05,US-IL,649,0.0
2020-07-12,US-IL,649,0.0
2020-07-19,US-IL,649,0.0
2020-07-26,US-IL,649,35.0
2020-08-02,US-IL,649,0.0
2020-08-09,US-IL,649,0.0
2020-08-16,US-IL,649,99.0
2020-08-23,US-IL,649,0.0
2020-08-30,US-IL,649,28.0
2020-09-06,US-IL,649,33.0
2020-09-13,US-IL,649,32.0
2020-09-20,US-IL,649,0.0
2020-09-27,US-IL,649,0.0
2020-10-04,US-IL,649,0.0
2020-10-11,US-IL,649,0.0
2020-10-18,US-IL,649,0.0
2020-10-25,US-IL,649,77.0
2020-11-01,US-IL,649,0.0
2020-11-08,US-IL,649,0.0
2020-11-15,US-IL,649,0.0
2020-11-22,US-IL,649,76.0
2020-11-29,US-IL,649,0.0
2020-12-06,US-IL,649,0.0
2020-12-13,US-IL,649,37.0
2020-12-20,US-IL,649,38.0
2020-12-27,US-IL,649,36.0
2020-01-05,US-IL,509,42.0
2020-01-12,US-IL,509,100.0
2020-01-19,US-IL,509,0.0
2020-01-26,US-IL,509,21.0
2020-02-02,US-IL,509,20.0
2020-02-09,US-IL,509,0.0
2020-02-16,US-IL,509,0.0
2020-02-23,US-IL,509,58.0
2020-03-01,US-IL,509,59.0
2020-03-08,US-IL,509,0.0
2020-03-15,US-IL,509,19.0
2020-03-22,US-IL,509,18.0
2020-03-29,US-IL,509,55.0
2020-04-05,US-IL,509,0.0
2020-04-12,US-IL,509,0.0
2020-04-19,US-IL,509,17.0
2020-04-26,US-IL,509,18.0
2020-05-03,US-IL,509,18.0
2020-05-10,US-IL,509,0.0
2020-05-17,US-IL,509,19.0
2020-05-24,US-IL,509,0.0
2020-05-31,US-IL,509,20.0
2020-06-07,US-IL,509,0.0
2020-06-14,US-IL,509,42.0
2020-06-21,US-IL,509,0.0
2020-06-28,US-IL,509,22.0
2020-07-05,US-IL,509,22.0
2020-07-12,US-IL,509,22.0
2020-07-19,US-IL,509,0.0
2020-07-26,US-IL,509,44.0
2020-08-02,US-IL,509,22.0
2020-08-09,US-IL,509,0.0
2020-08-16,US-IL,509,0.0
2020-08-23,US-IL,509,59.0
2020-08-30,US-IL,509,0.0
2020-09-06,US-IL,509,41.0
2020-09-13,US-IL,509,21.0
2020-09-20,US-IL,509,0.0
2020-09-27,US-IL,509,43.0
2020-10-04,US-IL,509,45.0
2020-10-11,US-IL,509,0.0
2020-10-18,US-IL,509,95.0
2020-10-25,US-IL,509,23.0
2020-11-01,US-IL,509,0.0
2020-11-08,US-IL,509,89.0
2020-11-15,US-IL,509,44.0
2020-11-22,US-IL,509,0.0
2020-11-29,US-IL,509,21.0
2020-12-06,US-IL,509,0.0
2020-12-13,US-IL,509,22.0
2020-12-20,US-IL,509,23.0
2020-12-27,US-IL,509,22.0
2020-01-05,US-IL,527,9.0
2020-01-12,US-IL,527,35.0
2020-01-19,US-IL,527,35.0
2020-01-26,US-IL,527,26.0
2020-02-02,US-IL,527,26.0
2020-02-09,US-IL,527,26.0
2020-02-16,US-IL,527,26.0
2020-02-23,US-IL,527,17.0
2020-03-01,US-IL,527,8.0
2020-03-08,US-IL,527,17.0
2020-03-15,US-IL,527,86.0
2020-03-22,US-IL,527,17.0
2020-03-29,US-IL,527,50.0
2020-04-05,US-IL,527,83.0
2020-04-12,US-IL,527,100.0
2020-04-19,US-IL,527,39.0
2020-04-26,US-IL,527,8.0
2020-05-03,US-IL,527,32.0
2020-05-10,US-IL,527,32.0
2020-05-17,US-IL,527,8.0
2020-05-24,US-IL,527,35.0
2020-05-31,US-IL,527,35.0
2020-06-07,US-IL,527,0.0
2020-06-14,US-IL,527,18.0
2020-06-21,US-IL,527,82.0
2020-06-28,US-IL,527,19.0
2020-07-05,US-IL,527,28.0
2020-07-12,US-IL,527,9.0
2020-07-19,US-IL,527,19.0
2020-07-26,US-IL,527,9.0
2020-08-02,US-IL,527,37.0
2020-08-09,US-IL,527,9.0
2020-08-16,US-IL,527,43.0
2020-08-23,US-IL,527,50.0
2020-08-30,US-IL,527,8.0
2020-09-06,US-IL,527,17.0
2020-09-13,US-IL,527,0.0
2020-09-20,US-IL,527,17.0
2020-09-27,US-IL,527,9.0
2020-10-04,US-IL,527,18.0
2020-10-11,US-IL,527,59.0
2020-10-18,US-IL,527,39.0
2020-10-25,US-IL,527,9.0
2020-11-01,US-IL,527,23.0
2020-11-08,US-IL,527,36.0
2020-11-15,US-IL,527,46.0
2020-11-22,US-IL,527,0.0
2020-11-29,US-IL,527,37.0
2020-12-06,US-IL,527,27.0
2020-12-13,US-IL,527,46.0
